pod,namespace,ip,cpu_milli,memory_mib,num_gpu,gpu_index,gpu_mem_ratio,gpu_milli,model,gpu_mem_mib_each,gpu_mem_mib,gpu_type_req,creation_time
openb-pod-0044,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0044-tuned-1045,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0045,paib-gpu,,3152,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0046,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0048,paib-gpu,,8000,,0,,0,0,G2,20000,0,<none>,
openb-pod-0049,paib-gpu,,8000,,0,,0,0,G2,20000,0,<none>,
openb-pod-0050,paib-gpu,,8000,,0,,0,0,G2,20000,0,<none>,
openb-pod-0052,paib-gpu,,4000,,1,0,32,320,G2,20000,6400,<none>,
openb-pod-0053,paib-gpu,,12000,,1,5,100,1000,G2,20000,20000,G2,
openb-pod-0054,paib-gpu,,4000,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0056,paib-gpu,,12000,,1,0,100,1000,P100,16280,16280,<none>,
openb-pod-0057,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0058,paib-gpu,,8000,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0060,paib-gpu,,8000,,0,,0,0,T4,15109,0,<none>,
openb-pod-0060-tuned-389,paib-gpu,,8000,,0,,0,0,G2,20000,0,<none>,
openb-pod-0061,paib-gpu,,11908,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0063,paib-gpu,,12000,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0065,paib-gpu,,12000,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0066,paib-gpu,,12000,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0067,paib-gpu,,4152,,1,5,81,810,G2,20000,16200,<none>,
openb-pod-0069,paib-gpu,,3152,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0070,paib-gpu,,3152,,1,5,100,1000,G2,20000,20000,G2,
openb-pod-0071,paib-gpu,,18708,,1,2,100,1000,G3,30000,30000,<none>,
openb-pod-0072,paib-gpu,,18708,,1,4,100,1000,V100M32,32510,32510,<none>,
openb-pod-0073,paib-gpu,,3152,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0074,paib-gpu,,16000,,1,3,100,1000,G3,30000,30000,G3,
openb-pod-0075,paib-gpu,,8000,,1,3,100,1000,G3,30000,30000,<none>,
openb-pod-0076,paib-gpu,,16000,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0077,paib-gpu,,3152,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0078,paib-gpu,,16000,,1,4,100,1000,V100M32,32510,32510,<none>,
openb-pod-0079,paib-gpu,,8000,,1,0,32,320,T4,15109,4834,T4,
openb-pod-0080,paib-gpu,,6000,,1,1,46,460,G2,20000,9200,<none>,
openb-pod-0080-tuned-453,paib-gpu,,6000,,1,0,46,460,G2,20000,9200,<none>,
openb-pod-0081,paib-gpu,,4000,,1,0,32,320,G2,20000,6400,<none>,
openb-pod-0083,paib-gpu,,4152,,1,0,55,550,T4,15109,8309,<none>,
openb-pod-0084,paib-gpu,,11908,,1,1,100,1000,G2,20000,20000,G2,
openb-pod-0084-tuned-172,paib-gpu,,11908,,1,0,100,1000,G2,20000,20000,G2,
openb-pod-0085,paib-gpu,,4152,,1,2,55,550,G2,20000,11000,<none>,
openb-pod-0087,paib-gpu,,11908,,1,7,100,1000,V100M32,32510,32510,P100|T4|V100M16|V100M32,
openb-pod-0088,paib-gpu,,4152,,1,0,27,270,G2,20000,5400,<none>,
openb-pod-0089,paib-gpu,,3152,,1,1,81,810,G2,20000,16200,<none>,
openb-pod-0090,paib-gpu,,11908,,1,2,100,1000,V100M32,32510,32510,<none>,
openb-pod-0091,paib-gpu,,3152,,1,7,81,810,G2,20000,16200,<none>,
openb-pod-0092,paib-gpu,,8000,,1,0,47,470,T4,15109,7101,<none>,
openb-pod-0093,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0094,paib-gpu,,18708,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0094-tuned-1344,paib-gpu,,18708,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0097,paib-gpu,,8000,,1,1,32,320,T4,15109,4834,<none>,
openb-pod-0098,paib-gpu,,8000,,1,3,32,320,G2,20000,6400,<none>,
openb-pod-0099,paib-gpu,,3152,,1,1,100,1000,P100,16280,16280,<none>,
openb-pod-0100,paib-gpu,,15700,,1,1,100,1000,G3,30000,30000,<none>,
openb-pod-0101,paib-gpu,,9810,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0102,paib-gpu,,12000,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0103,paib-gpu,,8000,,1,3,47,470,G2,20000,9400,<none>,
openb-pod-0104,paib-gpu,,8000,,1,4,32,320,G2,20000,6400,G2|P100|T4|V100M16|V100M32,
openb-pod-0104-tuned-1041,paib-gpu,,8000,,1,7,32,320,G2,20000,6400,G2|P100|T4|V100M16|V100M32,
openb-pod-0104-tuned-5,paib-gpu,,8000,,1,6,32,320,G2,20000,6400,G2|P100|T4|V100M16|V100M32,
openb-pod-0105,paib-gpu,,3152,,1,0,100,1000,V100M32,32510,32510,V100M16|V100M32,
openb-pod-0106,paib-gpu,,18708,,1,0,100,1000,T4,15109,15109,<none>,
openb-pod-0107,paib-gpu,,18708,,1,0,100,1000,V100M32,32510,32510,V100M16|V100M32,
openb-pod-0108,paib-gpu,,3152,,1,0,100,1000,T4,15109,15109,<none>,
openb-pod-0108-tuned-1189,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0109,paib-gpu,,4000,,1,0,16,160,T4,15109,2417,<none>,
openb-pod-0110,paib-gpu,,4000,,1,0,11,110,T4,15109,1661,<none>,
openb-pod-0114,paib-gpu,,3152,,1,6,59,590,G2,20000,11800,<none>,
openb-pod-0115,paib-gpu,,3152,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0116,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0116-tuned-841,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0117,paib-gpu,,3152,,1,4,81,810,G2,20000,16200,<none>,
openb-pod-0117-tuned-1274,paib-gpu,,3152,,1,4,81,810,G2,20000,16200,<none>,
openb-pod-0118,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0119,paib-gpu,,8000,,1,6,47,470,G2,20000,9400,<none>,
openb-pod-0120,paib-gpu,,9810,,1,2,100,1000,T4,15109,15109,<none>,
openb-pod-0121,paib-gpu,,3152,,1,0,100,1000,V100M16,16160,16160,V100M16|V100M32,
openb-pod-0122,paib-gpu,,8000,,1,3,47,470,G2,20000,9400,<none>,
openb-pod-0124,paib-gpu,,12000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0125,paib-gpu,,6000,,1,5,46,460,G2,20000,9200,<none>,
openb-pod-0127,paib-gpu,,3152,,1,1,100,1000,V100M16,16160,16160,<none>,
openb-pod-0128,paib-gpu,,88000,,8,0-1-2-3-4-5-6-7,100,1000,G2,20000,20000,<none>,
openb-pod-0130,paib-gpu,,12000,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0131,paib-gpu,,3152,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0132,paib-gpu,,4000,,1,6,22,220,G2,20000,4400,<none>,
openb-pod-0136,paib-gpu,,12000,,1,0,100,1000,G2,20000,20000,G2,
openb-pod-0136-tuned-1185,paib-gpu,,12000,,1,5,100,1000,G2,20000,20000,G2,
openb-pod-0137,paib-gpu,,4000,,1,0,22,220,G2,20000,4400,<none>,
openb-pod-0138,paib-gpu,,8000,,1,7,47,470,G2,20000,9400,<none>,
openb-pod-0139,paib-gpu,,8000,,1,2,47,470,G2,20000,9400,<none>,
openb-pod-0140,paib-gpu,,4000,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0140-tuned-649,paib-gpu,,4000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0141,paib-gpu,,18708,,1,0,100,1000,T4,15109,15109,<none>,
openb-pod-0143,paib-gpu,,18708,,1,4,100,1000,V100M32,32510,32510,<none>,
openb-pod-0144,paib-gpu,,8000,,1,0,32,320,T4,15109,4834,<none>,
openb-pod-0147,paib-gpu,,8000,,1,1,100,1000,T4,15109,15109,<none>,
openb-pod-0148,paib-gpu,,3152,,1,4,100,1000,G2,20000,20000,G2,
openb-pod-0149,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0150,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0151,paib-gpu,,8000,,1,1,47,470,P100,16280,7651,<none>,
openb-pod-0152,paib-gpu,,18708,,1,1,100,1000,G3,30000,30000,<none>,
openb-pod-0155,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,G2,
openb-pod-0155-tuned-1332,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,G2,
openb-pod-0156,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0156-tuned-40,paib-gpu,,3152,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0157,paib-gpu,,3152,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0158,paib-gpu,,12000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0159,paib-gpu,,4000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0160,paib-gpu,,3152,,1,1,100,1000,P100,16280,16280,<none>,
openb-pod-0161,paib-gpu,,16000,,1,0,100,1000,T4,15109,15109,<none>,
openb-pod-0162,paib-gpu,,3152,,1,1,100,1000,T4,15109,15109,T4,
openb-pod-0163,paib-gpu,,16000,,1,0,100,1000,T4,15109,15109,T4,
openb-pod-0164,paib-gpu,,18708,,1,3,100,1000,G3,30000,30000,<none>,
openb-pod-0165,paib-gpu,,18708,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0166,paib-gpu,,8000,,1,2,47,470,G2,20000,9400,<none>,
openb-pod-0168,paib-gpu,,16000,,1,1,100,1000,T4,15109,15109,<none>,
openb-pod-0170,paib-gpu,,6000,,1,1,16,160,T4,15109,2417,<none>,
openb-pod-0171,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0172,paib-gpu,,3152,,1,6,100,1000,V100M32,32510,32510,<none>,
openb-pod-0173,paib-gpu,,8000,,1,3,65,650,G2,20000,13000,<none>,
openb-pod-0173-tuned-84,paib-gpu,,8000,,1,1,65,650,G2,20000,13000,<none>,
openb-pod-0174,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0176,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0177,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0178,paib-gpu,,4000,,1,0,16,160,T4,15109,2417,<none>,
openb-pod-0180,paib-gpu,,8000,,1,1,100,1000,G3,30000,30000,<none>,
openb-pod-0181,paib-gpu,,12000,,1,2,100,1000,V100M32,32510,32510,<none>,
openb-pod-0183,paib-gpu,,3152,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0184,paib-gpu,,3152,,1,3,100,1000,V100M16,16160,16160,<none>,
openb-pod-0185,paib-gpu,,3152,,1,1,100,1000,P100,16280,16280,<none>,
openb-pod-0186,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0187,paib-gpu,,8000,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0188,paib-gpu,,12000,,1,0,100,1000,T4,15109,15109,T4,
openb-pod-0189,paib-gpu,,16000,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0190,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,G2,
openb-pod-0190-tuned-1004,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,G2,
openb-pod-0191,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0193,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0194,paib-gpu,,4000,,1,7,22,220,G2,20000,4400,<none>,
openb-pod-0195,paib-gpu,,3152,,1,1,100,1000,T4,15109,15109,T4,
openb-pod-0196,paib-gpu,,8000,,0,,0,0,G2,20000,0,<none>,
openb-pod-0197,paib-gpu,,3152,,1,6,100,1000,V100M32,32510,32510,<none>,
openb-pod-0197-tuned-695,paib-gpu,,3152,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0198,paib-gpu,,3152,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0198-tuned-324,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0199,paib-gpu,,8000,,1,0,100,1000,T4,15109,15109,T4,
openb-pod-0201,paib-gpu,,4000,,1,0,100,1000,T4,15109,15109,P100|T4|V100M16|V100M32,
openb-pod-0202,paib-gpu,,4000,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0203,paib-gpu,,8000,,0,,0,0,T4,15109,0,<none>,
openb-pod-0204,paib-gpu,,3152,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0204-tuned-26,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0205,paib-gpu,,3152,,1,0,100,1000,V100M16,16160,16160,V100M16|V100M32,
openb-pod-0206,paib-gpu,,11908,,1,3,47,470,G2,20000,9400,<none>,
openb-pod-0207,paib-gpu,,3152,,1,3,100,1000,G2,20000,20000,G2,
openb-pod-0208,paib-gpu,,11908,,1,3,100,1000,V100M32,32510,32510,<none>,
openb-pod-0209,paib-gpu,,4000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0210,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0212,paib-gpu,,3152,,1,0,100,1000,G3,30000,30000,G3,
openb-pod-0213,paib-gpu,,18708,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0213-tuned-1208,paib-gpu,,18708,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0215,paib-gpu,,3152,,1,1,100,1000,T4,15109,15109,<none>,
openb-pod-0216,paib-gpu,,11908,,1,3,47,470,G2,20000,9400,<none>,
openb-pod-0217,paib-gpu,,11908,,1,7,47,470,G2,20000,9400,<none>,
openb-pod-0218,paib-gpu,,18708,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0219,paib-gpu,,4000,,1,2,32,320,G2,20000,6400,<none>,
openb-pod-0220,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0221,paib-gpu,,11908,,1,1,47,470,T4,15109,7101,T4,
openb-pod-0222,paib-gpu,,8000,,1,4,22,220,G2,20000,4400,<none>,
openb-pod-0223,paib-gpu,,8000,,1,0,47,470,P100,16280,7651,<none>,
openb-pod-0224,paib-gpu,,4000,,1,1,23,230,T4,15109,3475,<none>,
openb-pod-0225,paib-gpu,,3152,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0226,paib-gpu,,8000,,1,2,100,1000,G3,30000,30000,<none>,
openb-pod-0227,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0228,paib-gpu,,4000,,1,7,32,320,G2,20000,6400,<none>,
openb-pod-0228-tuned-1374,paib-gpu,,4000,,1,0,32,320,G2,20000,6400,<none>,
openb-pod-0228-tuned-610,paib-gpu,,4000,,1,0,32,320,G2,20000,6400,<none>,
openb-pod-0229,paib-gpu,,3152,,1,2,100,1000,V100M16,16160,16160,<none>,
openb-pod-0229-tuned-1235,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0232,paib-gpu,,16000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0233,paib-gpu,,18708,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0234,paib-gpu,,4000,,1,2,23,230,G2,20000,4600,<none>,
openb-pod-0235,paib-gpu,,3152,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0236,paib-gpu,,3152,,1,0,100,1000,V100M32,32510,32510,V100M32,
openb-pod-0237,paib-gpu,,11908,,1,3,47,470,G2,20000,9400,<none>,
openb-pod-0238,paib-gpu,,3152,,1,2,100,1000,V100M16,16160,16160,<none>,
openb-pod-0239,paib-gpu,,3152,,1,0,100,1000,P100,16280,16280,P100|V100M16|V100M32,
openb-pod-0240,paib-gpu,,8000,,1,0,11,110,T4,15109,1661,<none>,
openb-pod-0241,paib-gpu,,8000,,1,1,32,320,G2,20000,6400,<none>,
openb-pod-0242,paib-gpu,,8000,,1,0,32,320,G2,20000,6400,<none>,
openb-pod-0243,paib-gpu,,8000,,1,5,22,220,G2,20000,4400,<none>,
openb-pod-0245,paib-gpu,,4000,,1,0,23,230,P100,16280,3744,<none>,
openb-pod-0246,paib-gpu,,4000,,1,0,23,230,G2,20000,4600,<none>,
openb-pod-0246-tuned-236,paib-gpu,,4000,,1,4,23,230,G2,20000,4600,<none>,
openb-pod-0246-tuned-666,paib-gpu,,4000,,1,0,23,230,G2,20000,4600,<none>,
openb-pod-0247,paib-gpu,,8000,,1,3,47,470,G2,20000,9400,<none>,
openb-pod-0248,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0249,paib-gpu,,8000,,1,1,100,1000,T4,15109,15109,<none>,
openb-pod-0250,paib-gpu,,11908,,1,0,47,470,P100,16280,7651,<none>,
openb-pod-0251,paib-gpu,,3152,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0252,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0255,paib-gpu,,8000,,0,,0,0,G2,20000,0,<none>,
openb-pod-0256,paib-gpu,,3152,,1,1,100,1000,P100,16280,16280,<none>,
openb-pod-0258,paib-gpu,,3152,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0259,paib-gpu,,4152,,1,0,55,550,G2,20000,11000,<none>,
openb-pod-0261,paib-gpu,,4000,,1,0,16,160,T4,15109,2417,T4,
openb-pod-0262,paib-gpu,,8000,,1,6,100,1000,G3,30000,30000,<none>,
openb-pod-0262-tuned-684,paib-gpu,,8000,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0264,paib-gpu,,3152,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0265,paib-gpu,,8000,,1,7,47,470,G2,20000,9400,<none>,
openb-pod-0266,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0266-tuned-1258,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0267,paib-gpu,,9810,,1,0,100,1000,G2,20000,20000,<none>,
openb-pod-0268,paib-gpu,,9810,,1,2,100,1000,G2,20000,20000,G2,
openb-pod-0270,paib-gpu,,12000,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0271,paib-gpu,,4152,,1,6,81,810,G2,20000,16200,<none>,
openb-pod-0272,paib-gpu,,16000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0272-tuned-62,paib-gpu,,16000,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0273,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0274,paib-gpu,,4152,,1,0,81,810,T4,15109,12238,<none>,
openb-pod-0274-tuned-525,paib-gpu,,4152,,1,7,81,810,G2,20000,16200,<none>,
openb-pod-0275,paib-gpu,,3152,,1,0,81,810,T4,15109,12238,T4,
openb-pod-0276,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0277,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0278,paib-gpu,,3152,,1,2,81,810,G2,20000,16200,<none>,
openb-pod-0279,paib-gpu,,8000,,1,5,23,230,G2,20000,4600,<none>,
openb-pod-0280,paib-gpu,,3152,,1,0,100,1000,T4,15109,15109,<none>,
openb-pod-0280-tuned-881,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0281,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0281-tuned-481,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0282,paib-gpu,,8000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0283,paib-gpu,,16000,,1,0,100,1000,T4,15109,15109,<none>,
openb-pod-0284,paib-gpu,,11908,,1,5,47,470,G2,20000,9400,<none>,
openb-pod-0285,paib-gpu,,16000,,0,,0,0,T4,15109,0,<none>,
openb-pod-0286,paib-gpu,,18708,,1,1,100,1000,G2,20000,20000,<none>,
openb-pod-0286-tuned-306,paib-gpu,,18708,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0287,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0288,paib-gpu,,12500,,0,,0,0,T4,15109,0,<none>,
openb-pod-0289,paib-gpu,,12500,,0,,0,0,G2,20000,0,<none>,
openb-pod-0290,paib-gpu,,8000,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0290-tuned-1199,paib-gpu,,8000,,1,2,100,1000,G2,20000,20000,<none>,
openb-pod-0291,paib-gpu,,4152,,1,5,81,810,G2,20000,16200,<none>,
openb-pod-0292,paib-gpu,,8000,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0293,paib-gpu,,6000,,1,1,46,460,G2,20000,9200,<none>,
openb-pod-0294,paib-gpu,,11908,,1,6,47,470,G2,20000,9400,<none>,
openb-pod-0297,paib-gpu,,11908,,1,1,47,470,T4,15109,7101,<none>,
openb-pod-0298,paib-gpu,,11908,,1,4,47,470,G2,20000,9400,<none>,
openb-pod-0300,paib-gpu,,1000,,1,1,32,320,P100,16280,5209,<none>,
openb-pod-0302,paib-gpu,,8000,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0304,paib-gpu,,3152,,1,7,100,1000,G2,20000,20000,<none>,
openb-pod-0305,paib-gpu,,11908,,1,2,47,470,G2,20000,9400,<none>,
openb-pod-0306,paib-gpu,,3152,,1,0,100,1000,T4,15109,15109,T4,
openb-pod-0308,paib-gpu,,16000,,1,3,100,1000,G2,20000,20000,<none>,
openb-pod-0309,paib-gpu,,12000,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0310,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0312,paib-gpu,,3152,,1,3,100,1000,V100M16,16160,16160,P100|V100M16|V100M32,
openb-pod-0314,paib-gpu,,3152,,1,3,100,1000,V100M16,16160,16160,<none>,
openb-pod-0315,paib-gpu,,16000,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0316,paib-gpu,,8000,,1,7,100,1000,G2,20000,20000,G2,
openb-pod-0318,paib-gpu,,3152,,1,5,100,1000,G2,20000,20000,<none>,
openb-pod-0319,paib-gpu,,88000,,8,0-1-2-3-4-5-6-7,100,1000,G2,20000,20000,<none>,
openb-pod-0320,paib-gpu,,16000,,1,4,100,1000,G2,20000,20000,<none>,
openb-pod-0321,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0321-tuned-795,paib-gpu,,3152,,1,6,100,1000,G2,20000,20000,<none>,
openb-pod-0322,paib-gpu,,12000,,1,6,100,1000,G2,20000,20000,<none>,
