ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
827737.26,14.08,0.48,180309.64,3.07
827802.58,14.08,0.48,179886.37,3.06
827755.36,14.08,0.48,179742.38,3.06
827619.39,14.08,0.48,179825.54,3.06
827483.41,14.08,0.48,179811.79,3.06
827347.43,14.08,0.48,179742.38,3.06
827400.13,14.09,0.49,179742.34,3.06
827452.83,14.09,0.49,179741.93,3.06
827316.86,14.09,0.49,179741.93,3.06
826944.86,14.08,0.49,179442.0,3.06
826808.88,14.08,0.49,179442.0,3.06
826808.88,14.08,0.49,179442.0,3.06
826808.88,14.08,0.49,179440.75,3.06
826672.9,14.08,0.49,179460.27,3.06
826672.9,14.08,0.49,179460.27,3.06
826536.93,14.08,0.49,179464.49,3.06
826536.93,14.08,0.49,179458.34,3.06
826589.63,14.09,0.49,179546.06,3.06
826453.65,14.09,0.49,179997.11,3.07
826247.22,14.08,0.49,179947.37,3.07
826111.24,14.08,0.49,179868.05,3.07
826163.95,14.09,0.49,180053.13,3.07
826229.27,14.09,0.49,179629.87,3.06
826229.27,14.09,0.49,179708.24,3.06
825994.69,14.09,0.49,179385.94,3.06
825678.54,14.08,0.49,179069.79,3.05
825542.56,14.08,0.49,179069.34,3.05
825406.58,14.08,0.49,179069.34,3.06
825406.58,14.08,0.49,179134.72,3.06
825086.58,14.08,0.48,178814.72,3.05
824950.61,14.08,0.48,179183.35,3.06
824814.63,14.08,0.48,179035.98,3.06
824814.63,14.08,0.48,178992.35,3.06
824711.1,14.08,0.48,178915.57,3.05
824564.31,14.08,0.48,179487.52,3.06
824639.03,14.08,0.48,179179.43,3.06
824459.4,14.08,0.48,178959.77,3.06
824459.4,14.08,0.48,178937.63,3.06
824323.42,14.08,0.48,178937.18,3.06
824187.44,14.08,0.48,178937.18,3.06
824051.47,14.08,0.48,178951.93,3.06
824347.49,14.09,0.49,178943.61,3.06
824211.51,14.09,0.49,178938.5,3.06
824075.53,14.09,0.49,179320.24,3.07
824128.23,14.09,0.49,179396.8,3.07
824180.93,14.09,0.5,179599.62,3.07
824044.96,14.09,0.5,179599.17,3.07
824044.96,14.09,0.5,179647.91,3.07
824044.96,14.09,0.5,179673.75,3.07
823908.98,14.09,0.5,179673.75,3.07
823768.52,14.09,0.49,179679.19,3.07
823632.54,14.09,0.49,179697.18,3.07
823496.57,14.09,0.49,179716.52,3.08
823549.27,14.1,0.5,179694.57,3.08
823739.72,14.1,0.5,179679.19,3.08
823739.72,14.1,0.5,179693.98,3.08
823603.74,14.1,0.5,180252.9,3.09
823467.77,14.1,0.5,180178.36,3.09
823771.94,14.11,0.51,180177.91,3.09
823824.64,14.11,0.51,180177.91,3.09
823688.66,14.11,0.51,180177.91,3.09
823552.68,14.11,0.51,180206.54,3.09
823416.71,14.11,0.51,180192.54,3.09
823280.73,14.11,0.51,180764.16,3.1
823333.43,14.11,0.51,180750.45,3.1
823333.43,14.11,0.51,180749.03,3.1
823197.45,14.11,0.52,180749.05,3.1
823061.48,14.11,0.52,180835.65,3.1
822925.5,14.11,0.52,180884.86,3.1
822555.35,14.11,0.51,180674.47,3.1
822419.37,14.11,0.51,180663.81,3.1
822296.01,14.11,0.51,180047.95,3.09
822296.01,14.11,0.51,180047.95,3.09
822060.11,14.11,0.51,179728.25,3.08
822112.82,14.11,0.51,179689.78,3.08
821891.28,14.11,0.51,179424.39,3.08
821755.3,14.11,0.51,179960.18,3.09
821619.32,14.11,0.51,179598.9,3.08
821483.34,14.11,0.51,179468.27,3.08
821347.37,14.11,0.51,179612.48,3.08
821643.39,14.11,0.51,179612.03,3.09
821507.41,14.11,0.52,179612.03,3.09
821371.43,14.11,0.52,179683.05,3.09
821235.46,14.11,0.52,179667.96,3.09
821099.48,14.11,0.52,179612.03,3.09
821152.18,14.12,0.52,180109.49,3.1
821016.2,14.12,0.52,180120.86,3.1
820880.23,14.12,0.52,180147.81,3.1
820744.25,14.12,0.52,180148.88,3.1
820537.82,14.11,0.52,179973.02,3.1
820537.82,14.11,0.52,179944.29,3.1
820401.84,14.11,0.52,179942.86,3.1
820454.54,14.12,0.52,179942.83,3.1
820318.57,14.12,0.52,179968.66,3.1
820182.59,14.12,0.52,179966.75,3.1
819959.13,14.11,0.52,179829.85,3.1
819823.15,14.11,0.52,179869.34,3.1
819823.15,14.11,0.52,179869.34,3.1
819687.17,14.11,0.52,179850.31,3.1
819739.88,14.12,0.52,180181.92,3.1
820020.99,14.12,0.52,180181.48,3.1
820020.99,14.12,0.52,180181.48,3.1
819863.63,14.12,0.52,180025.02,3.1
819576.54,14.12,0.52,180027.39,3.1
819629.24,14.12,0.52,180025.74,3.1
819925.26,14.13,0.53,180025.02,3.1
819789.29,14.13,0.53,180025.02,3.1
819841.99,14.13,0.53,180119.06,3.1
819469.99,14.12,0.53,180040.05,3.1
819774.16,14.13,0.53,180025.02,3.1
819638.18,14.13,0.53,180936.54,3.12
819502.21,14.13,0.53,180869.26,3.12
819366.23,14.13,0.53,180859.36,3.12
819148.98,14.13,0.53,180643.14,3.12
819148.98,14.13,0.53,180673.72,3.12
819013.0,14.13,0.53,180604.31,3.12
817925.18,14.13,0.53,180603.86,3.12
817801.82,14.13,0.53,179898.05,3.11
817754.6,14.13,0.53,179856.98,3.11
817754.6,14.13,0.53,179905.49,3.11
817618.62,14.13,0.53,179906.35,3.11
817482.65,14.13,0.53,179906.29,3.11
817340.95,14.13,0.53,179933.07,3.11
817531.4,14.13,0.53,179931.97,3.11
817395.42,14.13,0.53,179931.82,3.11
817259.45,14.13,0.53,180171.3,3.12
817123.47,14.13,0.53,180199.06,3.12
817313.92,14.14,0.54,180198.75,3.12
817377.44,14.14,0.54,180005.67,3.11
817230.64,14.14,0.54,180452.8,3.12
817421.1,14.14,0.55,180452.8,3.12
817717.12,14.15,0.55,180541.11,3.12
817717.12,14.15,0.55,180516.45,3.12
817769.82,14.15,0.56,180460.3,3.12
817397.82,14.15,0.55,180443.11,3.12
817693.84,14.15,0.56,180428.14,3.12
817321.84,14.15,0.55,181764.5,3.15
817639.5,14.16,0.56,181655.5,3.15
817714.22,14.16,0.56,181021.13,3.13
817597.04,14.16,0.56,182133.39,3.15
817301.23,14.16,0.56,181832.37,3.15
817165.25,14.16,0.56,181838.6,3.15
817217.96,14.16,0.56,181915.9,3.15
817513.98,14.16,0.57,182026.09,3.15
817378.0,14.17,0.57,182196.52,3.16
817081.57,14.16,0.56,181893.69,3.15
817134.27,14.16,0.57,182004.78,3.15
816975.59,14.16,0.56,181846.1,3.15
816839.62,14.16,0.56,181818.55,3.15
817030.07,14.17,0.57,181886.18,3.15
817030.07,14.17,0.57,181886.18,3.15
