ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1309425.94,21.29,0.8,190910.55,3.1
1309557.2,21.3,0.8,190935.15,3.11
1308833.24,21.29,0.79,190157.55,3.09
1308194.51,21.28,0.78,189556.19,3.08
1308943.29,21.3,0.8,189805.72,3.09
1308409.33,21.29,0.79,189229.3,3.08
1308642.63,21.3,0.8,188963.47,3.08
1308875.94,21.3,0.81,188708.83,3.07
1309109.24,21.31,0.81,188454.19,3.07
1309858.02,21.33,0.83,188703.72,3.07
1308218.22,21.33,0.83,188478.63,3.07
1308119.48,21.33,0.83,188273.23,3.07
1308697.93,21.34,0.84,188304.43,3.07
1308851.96,21.34,0.84,188459.91,3.07
1308851.96,21.34,0.84,188459.91,3.07
1308967.99,21.34,0.85,188522.31,3.07
1308420.11,21.34,0.84,187974.42,3.07
1308666.62,21.35,0.85,188454.44,3.07
1308913.86,21.35,0.85,188160.09,3.07
1309147.16,21.36,0.86,187905.45,3.07
1309366.18,21.37,0.87,187582.88,3.06
1308745.69,21.36,0.86,186935.05,3.05
1308978.99,21.37,0.87,186680.4,3.05
1309145.03,21.37,0.87,186803.99,3.05
1307505.22,21.37,0.87,186800.75,3.05
1307300.25,21.37,0.87,186737.41,3.05
1307026.29,21.37,0.87,186420.99,3.05
1306821.31,21.37,0.87,186410.48,3.05
1307330.66,21.38,0.88,186378.24,3.05
1306796.69,21.37,0.88,185790.64,3.04
1307030.0,21.38,0.88,185524.81,3.04
1307263.31,21.39,0.89,185258.99,3.03
1306772.65,21.39,0.89,184226.75,3.02
1307521.43,21.4,0.9,184476.27,3.02
1307754.74,21.41,0.91,184221.63,3.02
1307461.2,21.41,0.91,184088.64,3.01
1307493.31,21.41,0.92,184120.75,3.02
1307493.31,21.41,0.92,184120.75,3.02
1306769.35,21.4,0.91,183343.15,3.0
1306769.35,21.4,0.91,183471.63,3.01
1306769.35,21.4,0.91,183471.63,3.01
1306235.39,21.4,0.9,182884.03,3.0
1306432.98,21.41,0.91,182564.72,2.99
1306587.01,21.41,0.91,182720.2,2.99
1307096.36,21.42,0.92,182687.95,2.99
1308532.38,21.44,0.95,184330.14,3.02
1308423.64,21.44,0.95,184114.74,3.02
1308564.91,21.45,0.95,184149.34,3.02
1308798.21,21.45,0.96,183894.7,3.01
1308074.25,21.45,0.95,183128.28,3.0
1309583.6,21.47,0.97,184096.03,3.02
1309830.83,21.48,0.98,183801.68,3.01
1309106.87,21.47,0.97,183035.26,3.0
1309062.91,21.47,0.97,182937.66,3.0
1312243.0,21.52,1.02,185718.94,3.05
1311604.27,21.52,1.02,184973.53,3.03
1311676.41,21.52,1.02,185748.03,3.05
1311923.64,21.53,1.03,185453.68,3.04
1312142.66,21.53,1.04,185131.11,3.04
1312214.79,21.54,1.04,185905.61,3.05
1312448.1,21.55,1.05,185650.97,3.05
1312404.14,21.55,1.05,185553.36,3.05
1312295.4,21.55,1.05,185337.96,3.04
1311975.4,21.54,1.05,185017.96,3.04
1312208.71,21.55,1.05,184752.14,3.03
1312995.52,21.56,1.07,185259.0,3.04
1312447.63,21.56,1.06,184711.11,3.03
1311723.67,21.55,1.05,183933.51,3.02
1310985.78,21.54,1.04,183195.62,3.01
1312116.12,21.56,1.06,183988.63,3.02
1311477.39,21.55,1.05,183243.23,3.01
1311986.73,21.56,1.07,183210.98,3.01
1311452.77,21.56,1.06,182623.38,3.0
1310743.1,21.55,1.05,181913.71,2.99
1310990.33,21.56,1.06,181619.35,2.99
1311568.77,21.57,1.07,181650.56,2.99
1310844.81,21.56,1.06,180884.14,2.98
1310120.85,21.55,1.05,180117.72,2.96
1310354.15,21.56,1.06,179863.08,2.96
1310587.46,21.57,1.07,179608.44,2.96
1311336.24,21.58,1.08,179857.96,2.96
1310612.28,21.57,1.08,179080.36,2.95
1310612.28,21.57,1.08,179080.36,2.95
1312121.62,21.6,1.1,180048.12,2.96
1312012.89,21.6,1.1,179832.72,2.96
1311738.93,21.59,1.1,179516.3,2.96
1311972.23,21.6,1.1,179261.66,2.95
1312481.58,21.61,1.12,179229.41,2.95
1312990.92,21.63,1.13,179197.17,2.95
1312456.96,21.62,1.12,178609.57,2.94
1313205.74,21.63,1.14,178859.1,2.95
1312496.06,21.63,1.13,178149.42,2.94
1312715.08,21.63,1.14,177826.85,2.93
1312167.2,21.63,1.13,177278.97,2.92
1312386.22,21.63,1.14,176956.4,2.92
1312427.48,21.64,1.14,176891.0,2.92
1312660.79,21.64,1.15,176625.18,2.91
1313170.13,21.66,1.16,176592.93,2.91
1314679.48,21.68,1.18,177560.69,2.93
1314570.74,21.68,1.18,177345.29,2.92
1314932.01,21.69,1.19,177743.93,2.93
1315184.54,21.69,1.19,177734.83,2.93
1315693.89,21.7,1.21,177702.59,2.93
1318873.99,21.76,1.26,180483.87,2.98
1318873.99,21.76,1.26,180612.35,2.98
1318340.02,21.75,1.25,180024.75,2.97
1318587.26,21.76,1.26,179730.39,2.97
1319165.7,21.77,1.27,179761.6,2.97
1319399.0,21.78,1.28,179495.78,2.96
1319801.54,21.79,1.29,179636.68,2.97
1320034.84,21.79,1.3,179382.04,2.96
1320287.38,21.8,1.3,179372.93,2.96
1320435.45,21.8,1.31,178942.05,2.95
1320341.49,21.8,1.31,178794.45,2.95
1321850.84,21.83,1.33,179762.2,2.97
1322599.62,21.84,1.35,180011.73,2.97
1324108.96,21.87,1.37,180979.49,2.99
1323561.07,21.86,1.36,180431.6,2.98
1323452.34,21.86,1.36,180360.24,2.98
1324183.69,21.88,1.38,180338.28,2.98
1325314.03,21.89,1.4,181131.29,2.99
1325561.26,21.9,1.4,180836.93,2.99
1326139.71,21.91,1.42,180868.14,2.99
1325605.75,21.91,1.41,180280.54,2.98
1325277.86,21.9,1.41,179952.65,2.97
1324743.9,21.9,1.4,179365.05,2.96
1325253.24,21.91,1.41,179332.81,2.96
1325711.23,21.92,1.42,180002.53,2.98
1325944.54,21.93,1.43,179747.89,2.97
1325410.58,21.92,1.42,179171.47,2.96
1326919.92,21.94,1.45,180139.23,2.98
1327498.36,21.96,1.46,180170.43,2.98
1328306.91,21.97,1.47,180624.46,2.99
1328547.71,21.98,1.48,180678.19,2.99
1328503.75,21.98,1.48,180591.77,2.99
1327969.79,21.97,1.47,180004.17,2.98
1329100.13,21.99,1.49,180797.18,2.99
1328930.45,21.99,1.49,180627.5,2.99
1328972.56,21.99,1.49,180669.61,2.99
1329191.58,22.0,1.5,180347.05,2.98
1329307.62,22.0,1.5,180409.44,2.99
1329047.94,22.0,1.5,180149.77,2.98
1330178.29,22.02,1.52,180942.78,2.99
1330478.01,22.02,1.53,181450.11,3.0
1329958.33,22.02,1.52,180930.44,3.0
1330205.57,22.03,1.53,180636.08,2.99
1331335.91,22.04,1.55,181429.09,3.0
1331569.21,22.05,1.55,181174.45,3.0
1334749.31,22.11,1.61,183955.73,3.05
1334579.63,22.1,1.61,183786.05,3.04
1335687.6,22.13,1.63,183792.83,3.04
1335687.6,22.13,1.63,183731.47,3.04
1336795.56,22.15,1.65,183738.25,3.04
1336590.59,22.15,1.65,183912.05,3.05
1336385.61,22.15,1.65,183725.76,3.04
1336487.72,22.15,1.65,183827.87,3.05
1337595.69,22.17,1.68,183834.65,3.05
1337595.69,22.17,1.68,183834.65,3.05
1337667.82,22.18,1.68,184609.15,3.06
1337462.84,22.18,1.68,184545.81,3.06
1338570.81,22.2,1.7,184552.59,3.06
1338813.53,22.21,1.71,184985.5,3.07
1338866.24,22.21,1.71,185042.48,3.07
1338142.27,22.2,1.7,184264.88,3.06
1337613.18,22.19,1.7,183741.43,3.05
1337685.31,22.2,1.7,184515.93,3.06
1339143.27,22.22,1.73,184872.71,3.07
1339183.27,22.22,1.73,185593.85,3.08
1339588.92,22.23,1.74,184260.54,3.06
1339059.82,22.23,1.73,183737.09,3.05
1338340.72,22.22,1.72,183023.64,3.04
1338340.72,22.22,1.72,182972.47,3.04
1338340.72,22.22,1.72,183329.03,3.04
1338421.42,22.22,1.72,183637.05,3.05
1339930.77,22.25,1.75,184949.79,3.07
1339930.77,22.25,1.75,184933.27,3.07
1340566.84,22.26,1.76,186581.3,3.1
1340361.87,22.26,1.76,186566.19,3.1
1340291.46,22.26,1.76,186495.78,3.1
1340824.37,22.27,1.77,187191.44,3.11
1340824.37,22.27,1.77,187124.74,3.11
1340844.37,22.27,1.77,187247.57,3.11
1341313.61,22.28,1.78,188138.25,3.12
1340944.42,22.28,1.78,187647.59,3.12
1340769.44,22.28,1.78,187610.72,3.12
1340221.55,22.27,1.77,187062.83,3.11
1340182.46,22.27,1.77,187029.39,3.11
1340805.24,22.29,1.79,187145.73,3.11
1340276.14,22.28,1.78,186622.28,3.1
1339557.04,22.27,1.77,185908.83,3.09
1339819.33,22.28,1.78,186140.63,3.09
1339100.24,22.27,1.77,185427.18,3.08
1338925.26,22.27,1.77,185390.32,3.08
1340452.22,22.3,1.8,186380.34,3.1
1339742.78,22.29,1.79,185628.58,3.09
1339223.35,22.28,1.78,185066.81,3.08
1339487.77,22.29,1.79,184687.48,3.07
1338778.34,22.28,1.78,183935.72,3.06
1338728.1,22.28,1.78,183579.97,3.06
1338728.1,22.28,1.78,183708.46,3.06
1338428.67,22.28,1.78,183366.69,3.05
1338448.67,22.28,1.78,183294.34,3.05
1338657.45,22.29,1.79,183909.77,3.06
1338656.14,22.29,1.79,183801.78,3.06
1339152.04,22.3,1.8,184848.12,3.08
1338947.07,22.3,1.8,184850.53,3.08
1339181.5,22.31,1.81,185105.03,3.08
1338472.06,22.3,1.8,184353.27,3.07
1337762.63,22.29,1.79,183601.5,3.06
1337557.65,22.29,1.79,183527.64,3.06
1337352.68,22.29,1.79,183527.64,3.06
1337177.7,22.29,1.79,183449.83,3.06
1337980.7,22.31,1.81,183756.84,3.06
1337805.72,22.31,1.81,183679.03,3.06
1338428.5,22.32,1.83,183731.08,3.06
1338223.53,22.32,1.83,183721.34,3.06
1337514.09,22.32,1.82,182969.57,3.05
1336994.65,22.31,1.81,182407.8,3.04
1336789.68,22.31,1.81,182343.69,3.04
1336521.97,22.31,1.81,182150.73,3.04
1336521.97,22.31,1.81,182150.73,3.04
1335812.54,22.3,1.8,181398.96,3.03
1335607.56,22.3,1.8,181401.37,3.03
1333967.76,22.3,1.81,181398.14,3.03
1333762.78,22.3,1.81,181321.88,3.03
1335071.91,22.33,1.83,182510.79,3.05
1335071.91,22.33,1.83,182510.79,3.05
1334896.93,22.33,1.83,182432.97,3.05
1335671.36,22.35,1.85,182711.42,3.06
1335413.44,22.35,1.85,182453.5,3.05
1335208.46,22.35,1.85,182383.22,3.05
1335003.49,22.35,1.85,182379.64,3.05
1334382.49,22.34,1.84,181554.39,3.04
1334003.09,22.34,1.84,181283.62,3.04
1334003.09,22.34,1.84,181283.62,3.04
1334267.51,22.34,1.84,180904.3,3.03
1333836.51,22.34,1.84,180269.05,3.02
1333417.16,22.33,1.84,179849.69,3.01
1334064.42,22.35,1.85,180519.38,3.02
1333889.44,22.35,1.85,180482.52,3.02
1334512.22,22.36,1.87,180493.61,3.02
1334774.52,22.37,1.87,180830.66,3.03
1334774.52,22.37,1.87,180830.66,3.03
1335038.95,22.38,1.88,181060.82,3.03
1335931.94,22.39,1.9,181478.79,3.04
1335726.96,22.4,1.9,181411.2,3.04
1335726.96,22.4,1.9,181411.2,3.04
1335105.97,22.39,1.89,180585.95,3.03
1334674.97,22.38,1.89,179950.69,3.02
1335003.38,22.39,1.89,180501.61,3.03
1334798.4,22.39,1.89,180495.35,3.03
1334714.49,22.39,1.9,180246.41,3.02
1334597.06,22.39,1.9,180128.98,3.02
1334597.06,22.39,1.9,180128.98,3.02
1334166.06,22.39,1.89,179493.73,3.01
1333735.07,22.38,1.89,178858.48,3.0
1333807.2,22.39,1.89,179632.98,3.02
1334915.16,22.41,1.91,179639.76,3.02
1336179.18,22.44,1.94,180669.98,3.03
1335974.2,22.44,1.94,180672.39,3.03
1336208.63,22.44,1.95,180926.89,3.04
1336003.66,22.44,1.95,180929.3,3.04
1336126.89,22.45,1.95,181109.51,3.04
1335951.92,22.45,1.95,180865.14,3.04
1336574.7,22.46,1.97,181083.74,3.04
1336399.72,22.46,1.97,180763.98,3.04
1337375.79,22.48,1.99,181486.02,3.05
1337200.81,22.48,1.99,181408.2,3.05
1336579.82,22.48,1.98,180787.2,3.04
1336842.11,22.48,1.99,181124.25,3.05
1336221.11,22.48,1.98,180299.0,3.03
1336221.11,22.48,1.98,180299.0,3.03
1335959.49,22.48,1.98,179684.42,3.02
1336762.49,22.49,2.0,179991.43,3.03
1336314.57,22.49,1.99,179543.51,3.02
1336314.57,22.49,1.99,179543.51,3.02
1335867.25,22.49,1.99,179206.65,3.02
1335867.25,22.49,1.99,179206.65,3.02
1335662.27,22.49,1.99,179196.92,3.02
1335457.3,22.49,1.99,179132.8,3.02
1335457.3,22.49,1.99,179132.8,3.02
1335457.3,22.49,1.99,179132.8,3.02
1333817.49,22.49,1.99,179101.39,3.02
1333642.51,22.49,1.99,178781.63,3.01
1333470.63,22.49,1.99,178609.75,3.01
1333470.63,22.49,1.99,178609.75,3.01
1334046.99,22.5,2.01,178857.31,3.02
1334170.22,22.51,2.01,178751.18,3.02
1332530.42,22.51,2.01,178747.95,3.02
1332207.59,22.51,2.01,178580.37,3.02
1331686.69,22.5,2.01,177978.98,3.01
1331307.29,22.5,2.0,177708.21,3.0
1331009.08,22.5,2.0,177481.74,3.0
1330804.1,22.5,2.0,177371.47,3.0
1330804.1,22.5,2.0,177371.47,3.0
1330311.77,22.49,1.99,176549.32,2.98
1330586.55,22.5,2.0,177507.87,3.0
1330403.53,22.5,2.0,177248.13,3.0
1330403.53,22.5,2.0,177248.13,3.0
1330403.53,22.5,2.0,177248.13,3.0
1330637.96,22.5,2.01,177178.59,3.0
1330432.98,22.5,2.01,177041.63,2.99
1330176.28,22.5,2.0,176836.15,2.99
1330424.66,22.51,2.01,177944.79,3.01
1330219.68,22.51,2.01,177863.93,3.01
1330181.95,22.51,2.01,177676.17,3.01
1329912.03,22.51,2.01,177408.12,3.0
1330239.74,22.52,2.02,177143.35,3.0
1330044.76,22.52,2.02,177866.23,3.01
1330044.76,22.52,2.02,177866.23,3.01
1329880.37,22.52,2.02,177735.8,3.01
1329675.4,22.52,2.02,177674.25,3.01
1329659.2,22.52,2.02,177510.6,3.01
1329494.58,22.52,2.02,177904.69,3.01
1329747.96,22.53,2.03,178067.66,3.02
1329542.98,22.53,2.03,177935.04,3.01
1329686.22,22.53,2.03,177874.76,3.01
1329388.73,22.53,2.03,177587.27,3.01
1329362.53,22.53,2.03,178154.51,3.02
1329336.34,22.53,2.04,178123.72,3.02
1329131.36,22.53,2.04,178024.75,3.02
1328946.38,22.53,2.04,177908.08,3.02
1329150.29,22.54,2.04,178517.61,3.03
1329174.52,22.54,2.05,178558.42,3.03
1328969.54,22.54,2.05,178481.45,3.03
1328764.57,22.54,2.05,178378.61,3.03
1328764.57,22.54,2.05,178378.61,3.03
1328651.96,22.55,2.05,178403.96,3.03
1328651.96,22.55,2.05,178403.96,3.03
1328354.62,22.54,2.05,178212.79,3.02
1328354.62,22.54,2.05,178298.87,3.03
1328179.64,22.54,2.05,178124.13,3.02
1329966.21,22.58,2.08,180705.0,3.07
1329761.24,22.58,2.08,180628.02,3.07
1329387.96,22.57,2.07,180245.57,3.06
1329263.69,22.57,2.08,180167.61,3.06
1329482.71,22.58,2.08,180768.23,3.07
1329277.74,22.58,2.08,180783.52,3.07
1329277.74,22.58,2.08,180710.83,3.07
1328758.06,22.57,2.08,180109.52,3.06
1328758.06,22.57,2.08,180245.73,3.06
1328553.08,22.58,2.08,180109.52,3.06
1328676.32,22.58,2.08,180177.01,3.06
1328042.47,22.57,2.08,179437.49,3.05
1328276.9,22.58,2.08,179861.8,3.06
1327887.49,22.57,2.08,179678.05,3.05
1327887.49,22.57,2.08,179647.19,3.05
1327682.52,22.57,2.08,179589.79,3.05
1327441.02,22.57,2.08,178941.95,3.04
1327424.82,22.58,2.08,179122.5,3.05
1327408.63,22.58,2.08,179216.74,3.05
1327203.65,22.58,2.08,179245.65,3.05
1327418.25,22.59,2.09,179188.25,3.05
1327652.68,22.59,2.09,180025.57,3.06
1327447.7,22.59,2.09,179968.17,3.06
1327242.73,22.59,2.09,179968.17,3.06
1327037.75,22.59,2.09,179969.75,3.06
1327021.56,22.59,2.1,180060.6,3.07
1327236.16,22.6,2.1,180003.2,3.07
1327078.6,22.6,2.1,179845.65,3.06
1326873.62,22.6,2.1,180256.4,3.07
1326857.43,22.6,2.1,180350.64,3.07
1326652.45,22.6,2.1,180379.55,3.07
1326354.24,22.6,2.1,180124.96,3.07
1326477.47,22.6,2.11,180192.45,3.07
1326272.5,22.6,2.11,180383.29,3.07
1325893.09,22.6,2.1,179962.87,3.07
1325876.9,22.6,2.1,180057.11,3.07
1325876.9,22.6,2.1,180057.11,3.07
1325671.92,22.6,2.1,180087.72,3.07
1325466.94,22.6,2.1,180089.31,3.07
1325450.75,22.6,2.11,180180.16,3.07
1325245.77,22.61,2.11,180195.44,3.07
1325229.58,22.61,2.11,180272.59,3.08
1325024.6,22.61,2.11,180323.26,3.08
1325259.03,22.61,2.12,180586.91,3.08
1325242.83,22.62,2.12,180681.15,3.08
1325366.07,22.62,2.12,180925.2,3.09
1325366.07,22.62,2.12,180925.2,3.09
1325161.09,22.62,2.12,180867.8,3.09
1325144.9,22.63,2.13,181017.64,3.09
1325144.9,22.63,2.13,181017.64,3.09
1324939.92,22.63,2.13,180960.24,3.09
1324923.72,22.63,2.13,181140.78,3.09
1324923.72,22.63,2.13,181140.78,3.09
1324718.75,22.63,2.13,181156.07,3.09
1324513.77,22.63,2.13,181083.38,3.09
1324134.37,22.62,2.13,180771.67,3.09
1324134.37,22.62,2.13,180771.67,3.09
1323929.39,22.62,2.13,180786.96,3.09
1323724.41,22.63,2.13,180714.27,3.09
1323724.41,22.63,2.13,180714.27,3.09
1323519.44,22.63,2.13,180715.85,3.09
1322519.44,22.61,2.11,179715.85,3.07
1322519.44,22.61,2.11,179715.85,3.07
1322753.87,22.62,2.12,179987.64,3.08
1322548.89,22.62,2.12,180002.93,3.08
1322259.32,22.61,2.12,179776.02,3.07
1322243.12,22.62,2.12,179853.16,3.08
1322226.93,22.62,2.12,179947.4,3.08
1321847.52,22.62,2.12,179676.64,3.07
1321642.54,22.62,2.12,179705.54,3.08
1321876.97,22.62,2.12,179796.14,3.08
1321718.2,22.62,2.12,179645.59,3.07
1321338.79,22.62,2.12,179497.6,3.07
1321581.51,22.62,2.12,179989.52,3.08
1321376.53,22.62,2.12,180004.81,3.08
1321360.34,22.62,2.13,180081.96,3.08
1321344.14,22.63,2.13,180176.2,3.09
1321558.74,22.63,2.14,180617.43,3.09
1321681.98,22.64,2.14,180684.93,3.09
1321665.78,22.64,2.14,180955.73,3.1
1321460.8,22.64,2.14,180898.33,3.1
1321460.8,22.64,2.14,180898.33,3.1
1321255.83,22.64,2.14,180898.33,3.1
1321239.63,22.64,2.15,180992.57,3.1
1321034.66,22.64,2.15,181021.47,3.1
1320736.44,22.64,2.14,180735.74,3.1
1320531.47,22.64,2.14,180678.34,3.1
1320301.23,22.64,2.14,180405.79,3.09
1320096.26,22.64,2.14,180405.79,3.09
1320096.26,22.64,2.14,180405.79,3.09
1319891.28,22.64,2.14,180348.39,3.09
1320125.71,22.64,2.15,180773.22,3.1
1320248.95,22.65,2.15,180840.71,3.1
1320248.95,22.65,2.15,180840.71,3.1
1320248.95,22.65,2.15,180840.71,3.1
1320248.95,22.65,2.15,180840.71,3.1
1320248.95,22.65,2.15,180840.71,3.1
1320043.97,22.65,2.15,181031.55,3.11
1320027.77,22.65,2.16,181125.79,3.11
1320011.58,22.66,2.16,181273.82,3.11
1319806.6,22.66,2.16,181216.42,3.11
1319601.63,22.66,2.16,181216.42,3.11
1319601.63,22.66,2.16,181216.42,3.11
1319396.65,22.66,2.16,181218.0,3.11
1319017.24,22.65,2.15,180853.17,3.11
1319001.05,22.65,2.16,180944.02,3.11
1319001.05,22.65,2.16,180944.02,3.11
1318796.07,22.66,2.16,180886.62,3.11
1318591.1,22.66,2.16,180886.62,3.11
1318825.53,22.66,2.16,180977.22,3.11
1318620.55,22.66,2.16,181254.41,3.12
1318251.15,22.66,2.16,180899.22,3.11
1318234.95,22.66,2.16,180993.46,3.11
1318029.97,22.66,2.16,181022.37,3.11
1317825.0,22.66,2.16,181023.95,3.11
1317808.8,22.66,2.17,181114.8,3.11
1318043.23,22.67,2.17,181205.4,3.12
1317838.25,22.67,2.17,181388.17,3.12
1317633.28,22.67,2.17,181330.77,3.12
1317617.08,22.67,2.18,181511.32,3.12
1317408.87,22.67,2.17,181315.58,3.12
1317408.87,22.67,2.17,181315.58,3.12
1317203.9,22.67,2.17,181317.17,3.12
1316998.92,22.67,2.17,181258.19,3.12
1316793.94,22.67,2.17,181259.77,3.12
1316793.94,22.67,2.17,181259.77,3.12
1316777.75,22.67,2.18,181350.62,3.12
1316761.55,22.68,2.18,181444.86,3.12
1316556.58,22.68,2.18,181473.76,3.13
1316351.6,22.68,2.18,181475.35,3.13
1316146.62,22.68,2.18,181416.37,3.13
1315941.65,22.68,2.18,181358.97,3.13
1315736.67,22.68,2.18,181358.97,3.13
1315531.7,22.68,2.18,181374.25,3.13
1315515.5,22.68,2.18,181451.4,3.13
1315515.5,22.68,2.18,181451.4,3.13
1315310.52,22.68,2.19,181466.69,3.13
1315105.55,22.68,2.19,181394.0,3.13
1315105.55,22.68,2.19,181394.0,3.13
1314716.14,22.68,2.18,181113.23,3.12
1314716.14,22.68,2.18,181113.23,3.12
1314716.14,22.68,2.18,181113.23,3.12
1314511.17,22.68,2.18,181055.83,3.12
1314511.17,22.68,2.18,181055.83,3.12
1314306.19,22.68,2.18,181055.83,3.12
1314306.19,22.68,2.18,181055.83,3.12
1314306.19,22.68,2.18,181055.83,3.12
1314007.98,22.68,2.18,180870.01,3.12
1314007.98,22.68,2.18,180870.01,3.12
1313803.01,22.68,2.18,180812.61,3.12
1313803.01,22.68,2.18,180812.61,3.12
1313803.01,22.68,2.18,180812.61,3.12
1313598.03,22.68,2.18,180812.61,3.12
1313581.83,22.68,2.18,180906.85,3.12
1313581.83,22.68,2.18,180906.85,3.12
1313565.64,22.68,2.18,181054.88,3.13
1313360.66,22.68,2.18,181056.46,3.13
1313595.09,22.69,2.19,181328.25,3.13
1313215.69,22.68,2.19,181057.48,3.13
1313441.82,22.69,2.19,181297.57,3.13
1313236.85,22.69,2.19,181415.5,3.13
