ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-id,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-event,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-pod_name,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-cum_pod
4725,create,paib-gpu/openb-pod-3015,4307
4726,create,paib-gpu/openb-pod-6207,4308
4727,create,paib-gpu/openb-pod-4339,4309
4728,create,paib-gpu/openb-pod-6793,4310
4729,create,paib-gpu/openb-pod-6036,4311
4730,create,paib-gpu/openb-pod-1842,4312
4731,failed,paib-gpu/openb-pod-6470,4312
4732,failed,paib-gpu/openb-pod-5741,4312
4733,create,paib-gpu/openb-pod-0919,4313
4734,create,paib-gpu/openb-pod-7644,4314
4735,create,paib-gpu/openb-pod-3068,4315
4736,create,paib-gpu/openb-pod-0117,4316
4737,create,paib-gpu/openb-pod-4641,4317
4738,create,paib-gpu/openb-pod-5622,4318
4739,create,paib-gpu/openb-pod-5763,4319
4740,create,paib-gpu/openb-pod-5387,4320
4741,create,paib-gpu/openb-pod-3273,4321
4742,create,paib-gpu/openb-pod-2706,4322
4743,create,paib-gpu/openb-pod-2900,4323
4744,create,paib-gpu/openb-pod-2064,4324
4745,create,paib-gpu/openb-pod-7238,4325
4746,create,paib-gpu/openb-pod-5361,4326
4747,create,paib-gpu/openb-pod-3329,4327
4748,create,paib-gpu/openb-pod-1959,4328
4749,failed,paib-gpu/openb-pod-2259,4328
4750,create,paib-gpu/openb-pod-0711,4329
4751,failed,paib-gpu/openb-pod-5767,4329
4752,create,paib-gpu/openb-pod-2397,4330
4753,create,paib-gpu/openb-pod-2546,4331
4754,create,paib-gpu/openb-pod-4759,4332
4755,create,paib-gpu/openb-pod-2506,4333
4756,create,paib-gpu/openb-pod-0951,4334
4757,create,paib-gpu/openb-pod-2963,4335
4758,create,paib-gpu/openb-pod-4700,4336
4759,create,paib-gpu/openb-pod-6190,4337
4760,create,paib-gpu/openb-pod-3942,4338
4761,create,paib-gpu/openb-pod-1419,4339
4762,failed,paib-gpu/openb-pod-6514,4339
4763,create,paib-gpu/openb-pod-3217,4340
4764,failed,paib-gpu/openb-pod-5288,4340
4765,create,paib-gpu/openb-pod-0362,4341
4766,create,paib-gpu/openb-pod-7387,4342
4767,failed,paib-gpu/openb-pod-6232,4342
4768,create,paib-gpu/openb-pod-3061,4343
4769,failed,paib-gpu/openb-pod-1727,4343
4770,create,paib-gpu/openb-pod-3302,4344
4771,failed,paib-gpu/openb-pod-7220,4344
4772,create,paib-gpu/openb-pod-7304,4345
4773,create,paib-gpu/openb-pod-3262,4346
4774,create,paib-gpu/openb-pod-5942,4347
4775,create,paib-gpu/openb-pod-0370,4348
4776,create,paib-gpu/openb-pod-6215,4349
4777,create,paib-gpu/openb-pod-5541,4350
4778,create,paib-gpu/openb-pod-3256,4351
4779,create,paib-gpu/openb-pod-8119,4352
4780,create,paib-gpu/openb-pod-6690,4353
4781,create,paib-gpu/openb-pod-7016,4354
4782,create,paib-gpu/openb-pod-7235,4355
4783,create,paib-gpu/openb-pod-5576,4356
4784,failed,paib-gpu/openb-pod-3985,4356
4785,create,paib-gpu/openb-pod-7478,4357
4786,create,paib-gpu/openb-pod-2496,4358
4787,failed,paib-gpu/openb-pod-3258,4358
4788,create,paib-gpu/openb-pod-4560,4359
4789,create,paib-gpu/openb-pod-1165,4360
4790,create,paib-gpu/openb-pod-7659,4361
4791,create,paib-gpu/openb-pod-0077,4362
4792,create,paib-gpu/openb-pod-4801,4363
4793,create,paib-gpu/openb-pod-0308,4364
4794,failed,paib-gpu/openb-pod-3381,4364
4795,failed,paib-gpu/openb-pod-6511,4364
4796,create,paib-gpu/openb-pod-0804,4365
4797,create,paib-gpu/openb-pod-5318,4366
4798,create,paib-gpu/openb-pod-0820,4367
4799,create,paib-gpu/openb-pod-1523,4368
4800,create,paib-gpu/openb-pod-2255,4369
4801,create,paib-gpu/openb-pod-6234,4370
4802,create,paib-gpu/openb-pod-2395,4371
4803,create,paib-gpu/openb-pod-5095,4372
4804,create,paib-gpu/openb-pod-1958,4373
4805,create,paib-gpu/openb-pod-0653,4374
4806,failed,paib-gpu/openb-pod-5473,4374
4807,create,paib-gpu/openb-pod-6845,4375
4808,create,paib-gpu/openb-pod-2402,4376
4809,create,paib-gpu/openb-pod-4740,4377
4810,create,paib-gpu/openb-pod-4958,4378
4811,create,paib-gpu/openb-pod-6227,4379
4812,create,paib-gpu/openb-pod-4378,4380
4813,create,paib-gpu/openb-pod-5967,4381
4814,failed,paib-gpu/openb-pod-5476,4381
4815,create,paib-gpu/openb-pod-5120,4382
4816,create,paib-gpu/openb-pod-4017,4383
4817,create,paib-gpu/openb-pod-1850,4384
4818,create,paib-gpu/openb-pod-1524,4385
4819,create,paib-gpu/openb-pod-6837,4386
4820,create,paib-gpu/openb-pod-2126,4387
4821,create,paib-gpu/openb-pod-2240,4388
4822,create,paib-gpu/openb-pod-3849,4389
4823,create,paib-gpu/openb-pod-8091,4390
4824,create,paib-gpu/openb-pod-1738,4391
4825,create,paib-gpu/openb-pod-7102,4392
4826,create,paib-gpu/openb-pod-7027,4393
4827,create,paib-gpu/openb-pod-4448,4394
4828,create,paib-gpu/openb-pod-4347,4395
4829,create,paib-gpu/openb-pod-6376,4396
4830,create,paib-gpu/openb-pod-1450,4397
4831,create,paib-gpu/openb-pod-3505,4398
4832,create,paib-gpu/openb-pod-4175,4399
4833,failed,paib-gpu/openb-pod-6959,4399
4834,create,paib-gpu/openb-pod-2077,4400
4835,create,paib-gpu/openb-pod-2909,4401
4836,failed,paib-gpu/openb-pod-8027,4401
4837,create,paib-gpu/openb-pod-1929,4402
4838,create,paib-gpu/openb-pod-6881,4403
4839,create,paib-gpu/openb-pod-7396,4404
4840,create,paib-gpu/openb-pod-6847,4405
4841,create,paib-gpu/openb-pod-3216,4406
4842,create,paib-gpu/openb-pod-0294,4407
4843,create,paib-gpu/openb-pod-1809,4408
4844,create,paib-gpu/openb-pod-7380,4409
4845,create,paib-gpu/openb-pod-5507,4410
4846,create,paib-gpu/openb-pod-3156,4411
4847,failed,paib-gpu/openb-pod-7550,4411
4848,create,paib-gpu/openb-pod-0665,4412
4849,create,paib-gpu/openb-pod-3442,4413
4850,create,paib-gpu/openb-pod-3835,4414
4851,create,paib-gpu/openb-pod-4884,4415
4852,create,paib-gpu/openb-pod-5699,4416
4853,create,paib-gpu/openb-pod-0112,4417
4854,create,paib-gpu/openb-pod-7322,4418
4855,create,paib-gpu/openb-pod-1428,4419
4856,failed,paib-gpu/openb-pod-6588,4419
4857,create,paib-gpu/openb-pod-1076,4420
4858,create,paib-gpu/openb-pod-7354,4421
4859,create,paib-gpu/openb-pod-0733,4422
4860,create,paib-gpu/openb-pod-7425,4423
4861,create,paib-gpu/openb-pod-0790,4424
4862,create,paib-gpu/openb-pod-4486,4425
4863,failed,paib-gpu/openb-pod-7222,4425
4864,failed,paib-gpu/openb-pod-5863,4425
4865,create,paib-gpu/openb-pod-0654,4426
4866,create,paib-gpu/openb-pod-2637,4427
4867,create,paib-gpu/openb-pod-0044,4428
4868,create,paib-gpu/openb-pod-0242,4429
4869,create,paib-gpu/openb-pod-1936,4430
4870,create,paib-gpu/openb-pod-5220,4431
4871,create,paib-gpu/openb-pod-3355,4432
4872,create,paib-gpu/openb-pod-5182,4433
4873,create,paib-gpu/openb-pod-1960,4434
4874,create,paib-gpu/openb-pod-0815,4435
4875,create,paib-gpu/openb-pod-1748,4436
4876,failed,paib-gpu/openb-pod-3098,4436
4877,create,paib-gpu/openb-pod-0825,4437
4878,create,paib-gpu/openb-pod-7982,4438
4879,failed,paib-gpu/openb-pod-8110,4438
4880,create,paib-gpu/openb-pod-2847,4439
4881,create,paib-gpu/openb-pod-6745,4440
4882,create,paib-gpu/openb-pod-2744,4441
4883,create,paib-gpu/openb-pod-2039,4442
4884,failed,paib-gpu/openb-pod-5787,4442
4885,create,paib-gpu/openb-pod-2631,4443
4886,create,paib-gpu/openb-pod-4971,4444
4887,failed,paib-gpu/openb-pod-3031,4444
4888,create,paib-gpu/openb-pod-4810,4445
4889,create,paib-gpu/openb-pod-3954,4446
4890,create,paib-gpu/openb-pod-4285,4447
4891,create,paib-gpu/openb-pod-4234,4448
4892,create,paib-gpu/openb-pod-6980,4449
4893,create,paib-gpu/openb-pod-1339,4450
4894,create,paib-gpu/openb-pod-2084,4451
4895,create,paib-gpu/openb-pod-0109,4452
4896,create,paib-gpu/openb-pod-1819,4453
4897,create,paib-gpu/openb-pod-7849,4454
4898,create,paib-gpu/openb-pod-5947,4455
4899,create,paib-gpu/openb-pod-4561,4456
4900,create,paib-gpu/openb-pod-7307,4457
4901,create,paib-gpu/openb-pod-1511,4458
4902,create,paib-gpu/openb-pod-5306,4459
4903,failed,paib-gpu/openb-pod-4677,4459
4904,create,paib-gpu/openb-pod-2356,4460
4905,create,paib-gpu/openb-pod-7976,4461
4906,create,paib-gpu/openb-pod-1149,4462
4907,create,paib-gpu/openb-pod-3321,4463
4908,create,paib-gpu/openb-pod-4053,4464
4909,create,paib-gpu/openb-pod-6016,4465
4910,create,paib-gpu/openb-pod-1720,4466
4911,create,paib-gpu/openb-pod-5059,4467
4912,create,paib-gpu/openb-pod-1417,4468
4913,create,paib-gpu/openb-pod-0014,4469
4914,failed,paib-gpu/openb-pod-3899,4469
4915,create,paib-gpu/openb-pod-4584,4470
4916,create,paib-gpu/openb-pod-5444,4471
4917,create,paib-gpu/openb-pod-5093,4472
4918,create,paib-gpu/openb-pod-1162,4473
4919,create,paib-gpu/openb-pod-0433,4474
4920,create,paib-gpu/openb-pod-0386,4475
4921,create,paib-gpu/openb-pod-4666,4476
4922,create,paib-gpu/openb-pod-1213,4477
4923,create,paib-gpu/openb-pod-6031,4478
4924,create,paib-gpu/openb-pod-3077,4479
4925,create,paib-gpu/openb-pod-7060,4480
4926,create,paib-gpu/openb-pod-6165,4481
4927,create,paib-gpu/openb-pod-8040,4482
4928,create,paib-gpu/openb-pod-5208,4483
4929,create,paib-gpu/openb-pod-6441,4484
4930,create,paib-gpu/openb-pod-0791,4485
4931,create,paib-gpu/openb-pod-4771,4486
4932,create,paib-gpu/openb-pod-3507,4487
4933,create,paib-gpu/openb-pod-0517,4488
4934,create,paib-gpu/openb-pod-4186,4489
4935,create,paib-gpu/openb-pod-4989,4490
4936,create,paib-gpu/openb-pod-1091,4491
4937,create,paib-gpu/openb-pod-1792,4492
4938,create,paib-gpu/openb-pod-7032,4493
4939,create,paib-gpu/openb-pod-4768,4494
4940,create,paib-gpu/openb-pod-4562,4495
4941,create,paib-gpu/openb-pod-0992,4496
4942,create,paib-gpu/openb-pod-7521,4497
4943,create,paib-gpu/openb-pod-4907,4498
4944,create,paib-gpu/openb-pod-5810,4499
4945,create,paib-gpu/openb-pod-0893,4500
4946,create,paib-gpu/openb-pod-6173,4501
4947,failed,paib-gpu/openb-pod-5762,4501
4948,create,paib-gpu/openb-pod-6477,4502
4949,create,paib-gpu/openb-pod-2226,4503
4950,create,paib-gpu/openb-pod-3957,4504
4951,failed,paib-gpu/openb-pod-5878,4504
4952,create,paib-gpu/openb-pod-5271,4505
4953,create,paib-gpu/openb-pod-0656,4506
4954,create,paib-gpu/openb-pod-1318,4507
4955,failed,paib-gpu/openb-pod-2748,4507
4956,create,paib-gpu/openb-pod-6805,4508
4957,create,paib-gpu/openb-pod-4597,4509
4958,create,paib-gpu/openb-pod-4222,4510
4959,create,paib-gpu/openb-pod-1790,4511
4960,create,paib-gpu/openb-pod-6324,4512
4961,failed,paib-gpu/openb-pod-5846,4512
4962,create,paib-gpu/openb-pod-4484,4513
4963,create,paib-gpu/openb-pod-2702,4514
4964,create,paib-gpu/openb-pod-0368,4515
4965,create,paib-gpu/openb-pod-7804,4516
4966,create,paib-gpu/openb-pod-6773,4517
4967,create,paib-gpu/openb-pod-1619,4518
4968,failed,paib-gpu/openb-pod-2680,4518
4969,create,paib-gpu/openb-pod-6236,4519
4970,create,paib-gpu/openb-pod-1009,4520
4971,create,paib-gpu/openb-pod-0451,4521
4972,failed,paib-gpu/openb-pod-7872,4521
4973,failed,paib-gpu/openb-pod-7281,4521
4974,create,paib-gpu/openb-pod-5628,4522
4975,create,paib-gpu/openb-pod-1818,4523
4976,create,paib-gpu/openb-pod-2483,4524
4977,create,paib-gpu/openb-pod-6363,4525
4978,create,paib-gpu/openb-pod-6341,4526
4979,create,paib-gpu/openb-pod-1855,4527
4980,create,paib-gpu/openb-pod-5214,4528
4981,create,paib-gpu/openb-pod-3223,4529
4982,create,paib-gpu/openb-pod-0934,4530
4983,failed,paib-gpu/openb-pod-0324,4530
4984,create,paib-gpu/openb-pod-3066,4531
4985,failed,paib-gpu/openb-pod-1983,4531
4986,create,paib-gpu/openb-pod-3905,4532
4987,create,paib-gpu/openb-pod-1246,4533
4988,create,paib-gpu/openb-pod-5331,4534
4989,create,paib-gpu/openb-pod-5410,4535
4990,create,paib-gpu/openb-pod-0232,4536
4991,create,paib-gpu/openb-pod-0479,4537
4992,create,paib-gpu/openb-pod-7564,4538
4993,failed,paib-gpu/openb-pod-2905,4538
4994,create,paib-gpu/openb-pod-5223,4539
4995,create,paib-gpu/openb-pod-5807,4540
4996,create,paib-gpu/openb-pod-3864,4541
4997,create,paib-gpu/openb-pod-3353,4542
4998,create,paib-gpu/openb-pod-7757,4543
4999,create,paib-gpu/openb-pod-5760,4544
5000,create,paib-gpu/openb-pod-1270,4545
5001,failed,paib-gpu/openb-pod-4844,4545
5002,create,paib-gpu/openb-pod-0409,4546
5003,create,paib-gpu/openb-pod-3289,4547
5004,create,paib-gpu/openb-pod-3701,4548
5005,failed,paib-gpu/openb-pod-7092,4548
5006,create,paib-gpu/openb-pod-5621,4549
5007,create,paib-gpu/openb-pod-1400,4550
5008,failed,paib-gpu/openb-pod-1817,4550
5009,create,paib-gpu/openb-pod-4132,4551
5010,create,paib-gpu/openb-pod-2273,4552
5011,create,paib-gpu/openb-pod-1227,4553
5012,create,paib-gpu/openb-pod-6677,4554
5013,create,paib-gpu/openb-pod-7732,4555
5014,create,paib-gpu/openb-pod-1047,4556
5015,create,paib-gpu/openb-pod-6021,4557
5016,failed,paib-gpu/openb-pod-4298,4557
5017,create,paib-gpu/openb-pod-3561,4558
5018,create,paib-gpu/openb-pod-5522,4559
5019,failed,paib-gpu/openb-pod-7955,4559
5020,create,paib-gpu/openb-pod-7055,4560
5021,create,paib-gpu/openb-pod-2163,4561
5022,failed,paib-gpu/openb-pod-5394,4561
5023,create,paib-gpu/openb-pod-2645,4562
5024,failed,paib-gpu/openb-pod-3048,4562
5025,create,paib-gpu/openb-pod-4835,4563
5026,failed,paib-gpu/openb-pod-7662,4563
5027,create,paib-gpu/openb-pod-2141,4564
5028,failed,paib-gpu/openb-pod-1357,4564
5029,create,paib-gpu/openb-pod-0798,4565
5030,failed,paib-gpu/openb-pod-7289,4565
5031,create,paib-gpu/openb-pod-5097,4566
5032,create,paib-gpu/openb-pod-2731,4567
5033,create,paib-gpu/openb-pod-1574,4568
5034,create,paib-gpu/openb-pod-7205,4569
5035,create,paib-gpu/openb-pod-4287,4570
5036,create,paib-gpu/openb-pod-4410,4571
5037,create,paib-gpu/openb-pod-6460,4572
5038,create,paib-gpu/openb-pod-7893,4573
5039,create,paib-gpu/openb-pod-1019,4574
5040,create,paib-gpu/openb-pod-2690,4575
5041,create,paib-gpu/openb-pod-7002,4576
5042,create,paib-gpu/openb-pod-3977,4577
5043,create,paib-gpu/openb-pod-1491,4578
5044,failed,paib-gpu/openb-pod-6388,4578
5045,create,paib-gpu/openb-pod-8002,4579
5046,create,paib-gpu/openb-pod-0637,4580
5047,create,paib-gpu/openb-pod-3236,4581
5048,create,paib-gpu/openb-pod-6195,4582
5049,create,paib-gpu/openb-pod-6772,4583
5050,failed,paib-gpu/openb-pod-3720,4583
5051,create,paib-gpu/openb-pod-5344,4584
5052,create,paib-gpu/openb-pod-0606,4585
5053,create,paib-gpu/openb-pod-7383,4586
5054,create,paib-gpu/openb-pod-5407,4587
5055,failed,paib-gpu/openb-pod-2605,4587
5056,create,paib-gpu/openb-pod-7840,4588
5057,create,paib-gpu/openb-pod-3120,4589
5058,create,paib-gpu/openb-pod-0213,4590
5059,create,paib-gpu/openb-pod-6187,4591
5060,create,paib-gpu/openb-pod-5056,4592
5061,create,paib-gpu/openb-pod-3204,4593
5062,create,paib-gpu/openb-pod-1755,4594
5063,failed,paib-gpu/openb-pod-2961,4594
5064,failed,paib-gpu/openb-pod-2374,4594
5065,create,paib-gpu/openb-pod-7824,4595
5066,create,paib-gpu/openb-pod-5495,4596
5067,create,paib-gpu/openb-pod-7675,4597
5068,create,paib-gpu/openb-pod-3509,4598
5069,create,paib-gpu/openb-pod-1597,4599
5070,create,paib-gpu/openb-pod-8003,4600
5071,failed,paib-gpu/openb-pod-6314,4600
5072,create,paib-gpu/openb-pod-7827,4601
5073,create,paib-gpu/openb-pod-6871,4602
5074,create,paib-gpu/openb-pod-8077,4603
5075,create,paib-gpu/openb-pod-1937,4604
5076,create,paib-gpu/openb-pod-0138,4605
5077,create,paib-gpu/openb-pod-6334,4606
5078,create,paib-gpu/openb-pod-2761,4607
5079,failed,paib-gpu/openb-pod-0029,4607
5080,create,paib-gpu/openb-pod-6432,4608
5081,create,paib-gpu/openb-pod-7329,4609
5082,create,paib-gpu/openb-pod-7133,4610
5083,create,paib-gpu/openb-pod-5492,4611
5084,failed,paib-gpu/openb-pod-3798,4611
5085,create,paib-gpu/openb-pod-0915,4612
5086,create,paib-gpu/openb-pod-6379,4613
5087,create,paib-gpu/openb-pod-1644,4614
5088,failed,paib-gpu/openb-pod-2943,4614
5089,create,paib-gpu/openb-pod-6090,4615
5090,create,paib-gpu/openb-pod-1843,4616
5091,create,paib-gpu/openb-pod-1629,4617
5092,create,paib-gpu/openb-pod-2933,4618
5093,create,paib-gpu/openb-pod-6070,4619
5094,create,paib-gpu/openb-pod-2863,4620
5095,create,paib-gpu/openb-pod-7096,4621
5096,create,paib-gpu/openb-pod-6222,4622
5097,create,paib-gpu/openb-pod-4134,4623
5098,create,paib-gpu/openb-pod-2894,4624
5099,failed,paib-gpu/openb-pod-1645,4624
5100,create,paib-gpu/openb-pod-5882,4625
5101,create,paib-gpu/openb-pod-5102,4626
5102,failed,paib-gpu/openb-pod-5371,4626
5103,create,paib-gpu/openb-pod-2454,4627
5104,create,paib-gpu/openb-pod-2874,4628
5105,create,paib-gpu/openb-pod-1122,4629
5106,create,paib-gpu/openb-pod-6802,4630
5107,failed,paib-gpu/openb-pod-2821,4630
5108,create,paib-gpu/openb-pod-0599,4631
5109,create,paib-gpu/openb-pod-2908,4632
5110,create,paib-gpu/openb-pod-6968,4633
5111,failed,paib-gpu/openb-pod-0632,4633
5112,create,paib-gpu/openb-pod-6613,4634
5113,create,paib-gpu/openb-pod-4480,4635
5114,failed,paib-gpu/openb-pod-6955,4635
5115,create,paib-gpu/openb-pod-4750,4636
5116,create,paib-gpu/openb-pod-1444,4637
5117,create,paib-gpu/openb-pod-7637,4638
5118,create,paib-gpu/openb-pod-5200,4639
5119,create,paib-gpu/openb-pod-4751,4640
5120,create,paib-gpu/openb-pod-5434,4641
5121,create,paib-gpu/openb-pod-1276,4642
5122,create,paib-gpu/openb-pod-0102,4643
5123,create,paib-gpu/openb-pod-7213,4644
5124,failed,paib-gpu/openb-pod-3590,4644
5125,create,paib-gpu/openb-pod-4221,4645
5126,create,paib-gpu/openb-pod-1358,4646
5127,failed,paib-gpu/openb-pod-4467,4646
5128,create,paib-gpu/openb-pod-3075,4647
5129,create,paib-gpu/openb-pod-6900,4648
5130,create,paib-gpu/openb-pod-2616,4649
5131,create,paib-gpu/openb-pod-0403,4650
5132,create,paib-gpu/openb-pod-2547,4651
5133,create,paib-gpu/openb-pod-1919,4652
5134,create,paib-gpu/openb-pod-0942,4653
5135,create,paib-gpu/openb-pod-1039,4654
5136,failed,paib-gpu/openb-pod-5482,4654
5137,create,paib-gpu/openb-pod-6354,4655
5138,create,paib-gpu/openb-pod-5263,4656
5139,create,paib-gpu/openb-pod-0771,4657
5140,create,paib-gpu/openb-pod-5603,4658
5141,create,paib-gpu/openb-pod-2872,4659
5142,create,paib-gpu/openb-pod-8082,4660
5143,failed,paib-gpu/openb-pod-3219,4660
5144,create,paib-gpu/openb-pod-6350,4661
5145,create,paib-gpu/openb-pod-3004,4662
5146,create,paib-gpu/openb-pod-0507,4663
5147,create,paib-gpu/openb-pod-4767,4664
5148,create,paib-gpu/openb-pod-3766,4665
5149,create,paib-gpu/openb-pod-5820,4666
5150,create,paib-gpu/openb-pod-5422,4667
5151,create,paib-gpu/openb-pod-4926,4668
5152,create,paib-gpu/openb-pod-1433,4669
5153,failed,paib-gpu/openb-pod-4451,4669
5154,failed,paib-gpu/openb-pod-4532,4669
5155,create,paib-gpu/openb-pod-5121,4670
5156,create,paib-gpu/openb-pod-7649,4671
5157,create,paib-gpu/openb-pod-3479,4672
5158,create,paib-gpu/openb-pod-3973,4673
5159,create,paib-gpu/openb-pod-0111,4674
5160,create,paib-gpu/openb-pod-0469,4675
5161,create,paib-gpu/openb-pod-2644,4676
5162,create,paib-gpu/openb-pod-4953,4677
5163,create,paib-gpu/openb-pod-0941,4678
5164,create,paib-gpu/openb-pod-6425,4679
5165,create,paib-gpu/openb-pod-4488,4680
5166,create,paib-gpu/openb-pod-5240,4681
5167,failed,paib-gpu/openb-pod-0421,4681
5168,create,paib-gpu/openb-pod-7512,4682
5169,create,paib-gpu/openb-pod-3041,4683
5170,create,paib-gpu/openb-pod-1436,4684
5171,failed,paib-gpu/openb-pod-1139,4684
5172,create,paib-gpu/openb-pod-0034,4685
5173,create,paib-gpu/openb-pod-7754,4686
5174,create,paib-gpu/openb-pod-2254,4687
5175,create,paib-gpu/openb-pod-3589,4688
5176,create,paib-gpu/openb-pod-3330,4689
5177,create,paib-gpu/openb-pod-6931,4690
5178,create,paib-gpu/openb-pod-7353,4691
5179,create,paib-gpu/openb-pod-5299,4692
5180,create,paib-gpu/openb-pod-4685,4693
5181,create,paib-gpu/openb-pod-2991,4694
5182,create,paib-gpu/openb-pod-1156,4695
5183,create,paib-gpu/openb-pod-1020,4696
5184,failed,paib-gpu/openb-pod-0339,4696
5185,create,paib-gpu/openb-pod-0925,4697
5186,create,paib-gpu/openb-pod-5174,4698
5187,create,paib-gpu/openb-pod-0579,4699
5188,create,paib-gpu/openb-pod-7997,4700
5189,create,paib-gpu/openb-pod-4538,4701
5190,failed,paib-gpu/openb-pod-7998,4701
5191,create,paib-gpu/openb-pod-4495,4702
5192,create,paib-gpu/openb-pod-5503,4703
5193,create,paib-gpu/openb-pod-3588,4704
5194,create,paib-gpu/openb-pod-8124,4705
5195,create,paib-gpu/openb-pod-7484,4706
5196,create,paib-gpu/openb-pod-5321,4707
5197,create,paib-gpu/openb-pod-7913,4708
5198,create,paib-gpu/openb-pod-5968,4709
5199,create,paib-gpu/openb-pod-4167,4710
5200,create,paib-gpu/openb-pod-4585,4711
5201,create,paib-gpu/openb-pod-0140,4712
5202,create,paib-gpu/openb-pod-4360,4713
5203,create,paib-gpu/openb-pod-0321,4714
5204,create,paib-gpu/openb-pod-5469,4715
5205,create,paib-gpu/openb-pod-0335,4716
5206,create,paib-gpu/openb-pod-0086,4717
5207,create,paib-gpu/openb-pod-5577,4718
5208,create,paib-gpu/openb-pod-1769,4719
5209,failed,paib-gpu/openb-pod-6273,4719
5210,create,paib-gpu/openb-pod-2557,4720
5211,create,paib-gpu/openb-pod-4652,4721
5212,create,paib-gpu/openb-pod-7756,4722
5213,create,paib-gpu/openb-pod-2809,4723
5214,create,paib-gpu/openb-pod-5633,4724
5215,create,paib-gpu/openb-pod-5812,4725
5216,create,paib-gpu/openb-pod-2398,4726
5217,create,paib-gpu/openb-pod-1717,4727
5218,create,paib-gpu/openb-pod-1030,4728
5219,create,paib-gpu/openb-pod-6303,4729
5220,failed,paib-gpu/openb-pod-6079,4729
5221,failed,paib-gpu/openb-pod-1516,4729
5222,failed,paib-gpu/openb-pod-1253,4729
5223,create,paib-gpu/openb-pod-4786,4730
5224,failed,paib-gpu/openb-pod-0641,4730
5225,failed,paib-gpu/openb-pod-0382,4730
5226,create,paib-gpu/openb-pod-0864,4731
5227,create,paib-gpu/openb-pod-3470,4732
5228,create,paib-gpu/openb-pod-2136,4733
5229,failed,paib-gpu/openb-pod-2297,4733
5230,create,paib-gpu/openb-pod-0155,4734
5231,create,paib-gpu/openb-pod-5497,4735
5232,create,paib-gpu/openb-pod-6150,4736
5233,create,paib-gpu/openb-pod-7647,4737
5234,create,paib-gpu/openb-pod-0432,4738
5235,create,paib-gpu/openb-pod-7526,4739
5236,create,paib-gpu/openb-pod-0995,4740
5237,create,paib-gpu/openb-pod-4093,4741
5238,create,paib-gpu/openb-pod-0394,4742
5239,create,paib-gpu/openb-pod-0776,4743
5240,create,paib-gpu/openb-pod-6082,4744
5241,create,paib-gpu/openb-pod-7734,4745
5242,failed,paib-gpu/openb-pod-1148,4745
5243,create,paib-gpu/openb-pod-4088,4746
5244,create,paib-gpu/openb-pod-3614,4747
5245,create,paib-gpu/openb-pod-3564,4748
5246,create,paib-gpu/openb-pod-7996,4749
5247,create,paib-gpu/openb-pod-2531,4750
5248,create,paib-gpu/openb-pod-7403,4751
5249,create,paib-gpu/openb-pod-5314,4752
5250,create,paib-gpu/openb-pod-7161,4753
5251,create,paib-gpu/openb-pod-5283,4754
5252,create,paib-gpu/openb-pod-5761,4755
5253,create,paib-gpu/openb-pod-3941,4756
5254,create,paib-gpu/openb-pod-0547,4757
5255,create,paib-gpu/openb-pod-7357,4758
5256,create,paib-gpu/openb-pod-3428,4759
5257,create,paib-gpu/openb-pod-2107,4760
5258,create,paib-gpu/openb-pod-2860,4761
5259,create,paib-gpu/openb-pod-2590,4762
5260,create,paib-gpu/openb-pod-6344,4763
5261,create,paib-gpu/openb-pod-1757,4764
5262,create,paib-gpu/openb-pod-3606,4765
5263,failed,paib-gpu/openb-pod-7616,4765
5264,create,paib-gpu/openb-pod-6053,4766
5265,create,paib-gpu/openb-pod-4496,4767
5266,create,paib-gpu/openb-pod-5799,4768
5267,create,paib-gpu/openb-pod-4766,4769
5268,create,paib-gpu/openb-pod-0200,4770
5269,create,paib-gpu/openb-pod-3501,4771
5270,failed,paib-gpu/openb-pod-5718,4771
5271,create,paib-gpu/openb-pod-5717,4772
5272,create,paib-gpu/openb-pod-1115,4773
5273,create,paib-gpu/openb-pod-7581,4774
5274,create,paib-gpu/openb-pod-6711,4775
5275,create,paib-gpu/openb-pod-3972,4776
5276,create,paib-gpu/openb-pod-7216,4777
5277,create,paib-gpu/openb-pod-2179,4778
5278,create,paib-gpu/openb-pod-6264,4779
5279,create,paib-gpu/openb-pod-6503,4780
5280,create,paib-gpu/openb-pod-0841,4781
5281,create,paib-gpu/openb-pod-4485,4782
5282,create,paib-gpu/openb-pod-3463,4783
5283,create,paib-gpu/openb-pod-0813,4784
5284,failed,paib-gpu/openb-pod-1305,4784
5285,create,paib-gpu/openb-pod-4694,4785
5286,create,paib-gpu/openb-pod-1142,4786
5287,failed,paib-gpu/openb-pod-3818,4786
5288,create,paib-gpu/openb-pod-2993,4787
5289,create,paib-gpu/openb-pod-2696,4788
5290,create,paib-gpu/openb-pod-4952,4789
