ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
520749.89,8.69,1.32,633706.84,10.58
520453.58,8.69,1.32,633401.79,10.57
520158.84,8.68,1.32,633062.92,10.57
520074.63,8.68,1.32,632965.46,10.57
519906.21,8.68,1.31,632760.33,10.57
519822.0,8.68,1.31,632662.87,10.57
519569.37,8.68,1.31,632360.29,10.57
1025689.26,17.14,1.35,569538.78,9.52
1025668.74,17.14,1.35,569008.16,9.51
1025445.05,17.14,1.35,568790.02,9.51
1025422.42,17.14,1.35,568726.33,9.51
1025243.47,17.14,1.35,568525.1,9.51
1025032.95,17.14,1.35,567741.87,9.49
1024639.89,17.14,1.35,567349.65,9.49
1024639.89,17.14,1.35,567349.65,9.49
1024282.0,17.13,1.34,567010.15,9.48
1024071.47,17.13,1.34,566246.86,9.47
1023903.58,17.13,1.34,566077.42,9.47
1023735.16,17.13,1.34,565900.8,9.47
1023482.53,17.13,1.34,565799.08,9.47
1023184.63,17.13,1.34,565507.56,9.47
1022879.37,17.12,1.33,565199.14,9.46
1022458.32,17.12,1.33,564920.8,9.46
1022458.32,17.12,1.33,564920.8,9.46
1022289.89,17.12,1.33,564835.26,9.46
1022037.26,17.12,1.33,564642.46,9.46
1021868.84,17.12,1.33,564556.92,9.46
1021616.21,17.12,1.33,564364.12,9.46
1021765.16,17.12,1.33,564329.03,9.46
1020502.0,17.12,1.33,563866.16,9.46
1020291.47,17.12,1.33,563102.86,9.45
1019933.58,17.12,1.33,562743.42,9.45
1019765.16,17.12,1.33,562657.88,9.45
1019765.16,17.12,1.33,562657.88,9.45
1019702.53,17.12,1.33,562655.08,9.45
1019534.11,17.12,1.33,562482.45,9.45
1019534.11,17.12,1.33,562482.45,9.45
1019471.47,17.12,1.33,562566.74,9.45
1019303.05,17.12,1.33,562460.62,9.45
1019434.53,17.13,1.34,562669.65,9.45
1019266.11,17.13,1.34,562493.03,9.45
1019013.47,17.13,1.34,562391.31,9.45
1018845.05,17.13,1.34,562305.77,9.45
1019055.47,17.13,1.34,562496.76,9.46
1019214.95,17.13,1.35,562526.79,9.46
1019152.32,17.14,1.35,562728.32,9.46
1018941.79,17.14,1.35,561945.09,9.45
1018773.37,17.14,1.35,561772.46,9.45
1018415.47,17.13,1.34,561432.96,9.44
1017152.32,17.13,1.34,560970.08,9.45
1016899.68,17.13,1.34,560864.38,9.45
1016731.26,17.13,1.34,560680.77,9.45
1016478.63,17.13,1.34,560586.03,9.45
1016458.11,17.13,1.34,560055.41,9.44
1016289.68,17.13,1.34,559874.8,9.44
1015886.63,17.13,1.34,559551.01,9.43
1015528.74,17.12,1.34,559148.9,9.43
1015528.74,17.12,1.34,559148.9,9.43
1015276.11,17.12,1.33,559051.17,9.43
1015107.68,17.12,1.33,558965.63,9.43
1014855.05,17.12,1.33,558772.83,9.43
1014855.05,17.12,1.33,558772.83,9.43
1014855.05,17.12,1.33,558772.83,9.43
1014805.05,17.12,1.33,558722.83,9.43
1014594.53,17.12,1.33,557959.53,9.42
1014426.11,17.12,1.33,557779.92,9.41
1014132.0,17.12,1.33,557488.66,9.41
1013774.11,17.11,1.32,557129.23,9.4
1013521.47,17.11,1.32,557030.5,9.4
1013353.05,17.11,1.32,556944.96,9.41
1013353.05,17.11,1.32,556944.96,9.41
1013290.42,17.11,1.32,556942.16,9.41
1013290.42,17.11,1.32,556942.16,9.41
1013130.42,17.11,1.32,556782.16,9.4
1012962.0,17.11,1.32,556598.55,9.4
1012962.0,17.11,1.32,556598.55,9.4
1012899.37,17.11,1.32,556693.82,9.41
1012899.37,17.11,1.32,556693.82,9.41
1011636.21,17.11,1.33,556230.94,9.41
1010878.32,17.11,1.32,555839.88,9.41
1010667.79,17.11,1.32,555056.65,9.4
1010667.79,17.11,1.32,555056.65,9.4
1010659.89,17.11,1.32,555067.15,9.4
1010238.84,17.11,1.32,554788.8,9.4
1010238.84,17.11,1.32,554788.8,9.4
1010218.32,17.12,1.33,554258.18,9.39
1009860.42,17.11,1.32,553856.07,9.38
1009860.42,17.11,1.32,553856.07,9.38
1009692.0,17.11,1.32,553749.94,9.38
1009692.0,17.11,1.32,553749.94,9.38
1009439.37,17.11,1.32,553577.73,9.38
1009598.84,17.12,1.33,553607.76,9.38
1009346.21,17.11,1.32,553572.65,9.39
1009177.79,17.11,1.32,553311.41,9.38
1008967.26,17.11,1.32,553021.72,9.38
1008669.37,17.11,1.32,552731.82,9.38
1008964.0,17.12,1.33,552658.84,9.37
1009039.26,17.12,1.33,553246.58,9.39
1008831.37,17.12,1.33,553093.32,9.38
1008428.32,17.11,1.32,552643.12,9.38
1008259.89,17.11,1.32,552557.58,9.38
1007502.0,17.11,1.32,552166.51,9.38
1007439.37,17.11,1.32,552163.71,9.38
1007734.0,17.12,1.33,552256.76,9.38
1007165.58,17.11,1.32,551134.02,9.36
1006912.95,17.11,1.32,551142.0,9.37
1006491.89,17.11,1.32,550889.37,9.36
996332.32,16.94,4.31,1067589.67,18.15
996453.37,16.94,4.31,1067461.15,18.15
996411.79,16.94,4.31,1066891.46,18.14
996138.11,16.94,4.31,1066526.75,18.14
995785.26,16.94,4.31,1066175.76,18.14
995574.74,16.94,4.31,1066247.16,18.14
995777.05,16.94,4.31,1066204.71,18.14
995566.53,16.94,4.31,1066210.66,18.14
994766.53,16.94,4.31,1065484.83,18.14
994464.95,16.94,4.3,1065227.35,18.14
994254.42,16.93,4.3,1064929.17,18.14
994052.84,16.93,4.3,1064735.24,18.14
993842.32,16.93,4.3,1064651.03,18.14
993842.32,16.93,4.3,1064651.03,18.14
993631.79,16.93,4.3,1063675.33,18.12
993631.79,16.93,4.3,1063675.33,18.12
993421.26,16.93,4.3,1063378.85,18.12
993068.42,16.93,4.29,1063092.95,18.12
992857.89,16.92,4.29,1062162.98,18.11
993023.16,16.93,4.3,1062656.67,18.12
992812.63,16.93,4.3,1062570.76,18.12
992812.63,16.93,4.3,1062570.76,18.12
992602.11,16.93,4.3,1062374.6,18.12
992391.58,16.93,4.29,1062188.37,18.12
991957.89,16.92,4.29,1061725.21,18.11
991656.32,16.92,4.28,1061429.94,18.11
990393.16,16.92,4.29,1060183.93,18.11
989382.63,16.92,4.29,1059207.18,18.12
989172.11,16.92,4.29,1058909.0,18.12
988961.58,16.92,4.29,1058824.79,18.12
988961.58,16.92,4.29,1058824.79,18.12
988751.05,16.92,4.29,1058603.35,18.12
987487.89,16.92,4.29,1057357.34,18.12
986477.37,16.93,4.3,1056380.6,18.13
986266.84,16.93,4.3,1056219.64,18.13
986469.16,16.93,4.3,1056177.19,18.13
986258.63,16.93,4.3,1056187.57,18.13
986258.63,16.93,4.3,1056187.57,18.13
985905.79,16.93,4.3,1055897.25,18.13
985905.79,16.93,4.3,1055897.25,18.13
985905.79,16.93,4.3,1055897.25,18.13
985905.79,16.93,4.3,1055897.25,18.13
985695.26,16.93,4.3,1055701.09,18.13
985484.74,16.93,4.29,1055514.86,18.13
985274.21,16.93,4.29,1055318.7,18.13
985063.68,16.92,4.29,1055132.47,18.13
984853.16,16.92,4.29,1054936.3,18.13
984974.21,16.93,4.3,1055075.35,18.13
985176.53,16.93,4.3,1055046.8,18.13
985176.53,16.93,4.3,1055046.8,18.13
984966.0,16.93,4.3,1055103.95,18.14
984613.16,16.93,4.3,1054752.96,18.13
984815.47,16.93,4.3,1054710.51,18.13
984462.63,16.93,4.3,1054477.01,18.13
984252.11,16.93,4.3,1054430.57,18.13
984454.42,16.93,4.3,1054388.12,18.13
984243.89,16.93,4.3,1054459.28,18.14
982980.74,16.93,4.3,1053213.27,18.14
982960.21,16.93,4.3,1052664.88,18.14
982749.68,16.93,4.3,1052366.7,18.13
982448.11,16.93,4.3,1052071.42,18.13
982111.26,16.93,4.3,1051605.43,18.12
981900.74,16.93,4.29,1050880.52,18.12
981602.32,16.92,4.29,1049737.42,18.1
981265.47,16.92,4.29,1049257.95,18.09
981054.95,16.92,4.29,1049173.74,18.09
980844.42,16.92,4.29,1048952.3,18.09
979833.89,16.92,4.29,1047975.56,18.1
979833.89,16.92,4.29,1047975.56,18.1
979491.05,16.92,4.29,1047634.45,18.1
979280.53,16.92,4.29,1047473.49,18.1
979401.58,16.92,4.29,1047344.98,18.1
979381.05,16.92,4.29,1046796.58,18.09
979170.53,16.92,4.29,1046867.98,18.09
978833.68,16.92,4.29,1046402.0,18.09
978623.16,16.92,4.29,1046204.15,18.09
978602.63,16.92,4.29,1045655.75,18.08
978265.79,16.92,4.29,1045189.77,18.08
978245.26,16.92,4.29,1044641.37,18.07
977908.42,16.92,4.29,1044175.39,18.06
977697.89,16.92,4.29,1043990.84,18.06
977487.37,16.92,4.29,1043769.41,18.06
977276.84,16.92,4.28,1043608.45,18.06
977256.32,16.92,4.29,1042720.92,18.05
977458.63,16.92,4.29,1042678.47,18.05
977438.11,16.93,4.29,1042144.55,18.05
976174.95,16.93,4.3,1040898.54,18.05
975822.11,16.92,4.29,1040665.03,18.05
975611.58,16.92,4.29,1040618.59,18.05
975401.05,16.92,4.29,1040422.43,18.05
975190.53,16.92,4.29,1040236.2,18.05
974888.95,16.92,4.28,1039940.92,18.04
974888.95,16.92,4.28,1039940.92,18.04
974888.95,16.92,4.28,1039940.92,18.04
974868.42,16.92,4.29,1039053.39,18.03
974847.89,16.92,4.29,1038519.47,18.02
975058.0,16.92,4.29,1038192.42,18.02
974847.47,16.92,4.29,1037444.04,18.01
974496.84,16.92,4.29,1037181.72,18.01
974160.0,16.92,4.28,1036725.72,18.0
632197.05,10.98,1.5,533134.4,9.26
632197.05,10.98,1.5,533134.4,9.26
632060.21,10.98,1.5,532922.73,9.26
631828.63,10.98,1.5,532220.68,9.25
631766.0,10.98,1.5,532071.5,9.24
632070.53,10.98,1.51,532144.25,9.25
632241.05,10.99,1.51,532422.34,9.25
632093.68,10.99,1.51,532173.08,9.25
632052.11,10.99,1.51,531689.48,9.24
632052.11,10.99,1.51,531689.48,9.24
631799.47,10.98,1.51,531321.86,9.24
631417.58,10.98,1.5,531061.71,9.23
631376.0,10.98,1.51,530578.11,9.23
631313.37,10.98,1.51,530400.48,9.22
631271.79,10.98,1.51,529916.88,9.22
631103.37,10.98,1.51,529843.2,9.22
630884.42,10.98,1.5,529626.39,9.21
630126.53,10.98,1.5,529167.81,9.22
630151.58,10.98,1.51,528948.74,9.22
630151.58,10.98,1.51,528948.74,9.22
629898.95,10.98,1.5,528581.12,9.21
629898.95,10.98,1.5,528581.12,9.21
629751.58,10.98,1.5,528417.63,9.21
629751.58,10.98,1.5,528417.63,9.21
629583.16,10.98,1.5,528265.01,9.21
629583.16,10.98,1.5,528265.01,9.21
629099.47,10.97,1.5,527792.7,9.2
629057.89,10.97,1.5,527309.09,9.2
628805.26,10.97,1.49,526941.47,9.19
628657.89,10.97,1.49,526797.82,9.19
628489.47,10.97,1.49,526625.37,9.19
628489.47,10.97,1.49,526625.37,9.19
628681.05,10.97,1.5,526552.92,9.19
628681.05,10.97,1.5,526552.92,9.19
628449.47,10.97,1.49,525789.88,9.18
628715.68,10.97,1.5,526036.85,9.18
628547.26,10.97,1.5,526130.52,9.18
628420.95,10.97,1.5,525747.5,9.18
628379.37,10.97,1.5,525263.9,9.17
628126.74,10.97,1.5,524896.27,9.17
627621.47,10.97,1.5,524453.68,9.17
627474.11,10.97,1.5,524266.0,9.16
627474.11,10.97,1.5,524266.0,9.16
626716.21,10.97,1.5,523807.42,9.17
626547.79,10.97,1.5,523679.0,9.17
626042.53,10.97,1.49,523010.1,9.16
626347.05,10.97,1.5,523082.86,9.17
626178.63,10.97,1.5,523096.95,9.17
626052.32,10.97,1.5,522847.12,9.16
625904.95,10.97,1.5,522659.27,9.16
625684.95,10.97,1.5,522439.27,9.16
625516.53,10.97,1.49,522311.02,9.16
625369.16,10.97,1.49,522147.53,9.16
625390.74,10.97,1.5,522184.92,9.16
625159.16,10.97,1.49,521421.88,9.15
624906.53,10.97,1.49,521143.69,9.14
624674.95,10.96,1.49,520441.65,9.13
624422.32,10.96,1.49,520102.46,9.13
624274.95,10.96,1.49,519914.78,9.13
624056.0,10.96,1.48,519697.46,9.12
624014.42,10.96,1.48,519213.86,9.12
623951.79,10.96,1.48,519036.23,9.12
623910.21,10.96,1.48,518552.63,9.11
623404.95,10.96,1.48,517883.73,9.1
623152.32,10.95,1.48,517516.11,9.1
622910.42,10.95,1.48,517323.16,9.09
623193.89,10.96,1.48,517648.95,9.1
622812.0,10.95,1.48,517264.74,9.1
622664.63,10.95,1.48,517101.25,9.09
621906.74,10.95,1.48,516642.67,9.1
621675.16,10.95,1.48,515879.63,9.09
621422.53,10.95,1.47,515601.44,9.08
621254.11,10.95,1.47,515448.83,9.08
621212.53,10.95,1.47,514965.23,9.08
621212.53,10.95,1.47,514965.23,9.08
620959.89,10.95,1.47,514597.61,9.07
620741.05,10.94,1.47,514372.45,9.07
620593.68,10.94,1.47,514130.03,9.06
620256.84,10.94,1.47,513374.67,9.05
620548.84,10.95,1.47,513764.84,9.06
620401.47,10.94,1.47,513601.35,9.06
620233.05,10.94,1.47,513448.74,9.06
620085.68,10.94,1.47,513234.32,9.06
619705.26,10.94,1.46,512850.47,9.05
619536.84,10.94,1.46,512748.78,9.05
619305.26,10.93,1.46,512046.74,9.04
619582.63,10.94,1.47,512237.56,9.04
619541.05,10.94,1.47,511753.95,9.04
619288.42,10.94,1.46,511386.33,9.03
619056.84,10.94,1.46,510684.29,9.02
619154.21,10.94,1.46,510695.1,9.02
619006.84,10.94,1.46,510551.45,9.02
618838.42,10.94,1.46,510379.0,9.02
618701.58,10.94,1.46,510071.37,9.02
618660.0,10.94,1.46,509587.76,9.01
618407.37,10.93,1.46,509220.14,9.0
618711.89,10.94,1.47,509292.89,9.01
618320.0,10.93,1.46,508985.3,9.0
618576.84,10.94,1.47,509099.22,9.0
618408.42,10.94,1.47,509077.96,9.01
957295.05,16.94,2.2,559998.06,9.91
957295.05,16.94,2.2,559998.06,9.91
957447.58,16.94,2.2,559194.8,9.89
957237.05,16.94,2.2,559035.11,9.89
957237.05,16.94,2.2,559035.11,9.89
956925.68,16.94,2.2,558721.85,9.89
956925.68,16.94,2.2,558721.85,9.89
957178.21,16.94,2.21,558724.45,9.89
956967.68,16.94,2.2,558833.32,9.89
956564.63,16.94,2.2,558500.16,9.89
956502.0,16.94,2.2,557970.8,9.88
956502.0,16.94,2.2,557970.8,9.88
956228.32,16.94,2.2,557631.29,9.88
956480.84,16.94,2.2,557640.31,9.88
956418.21,16.94,2.21,557110.95,9.87
956144.53,16.94,2.2,556771.44,9.86
955934.0,16.94,2.2,556891.89,9.87
955642.42,16.94,2.2,556594.31,9.86
955239.37,16.93,2.19,556243.15,9.86
953976.21,16.93,2.19,555687.0,9.86
953765.68,16.93,2.19,555560.9,9.86
953555.16,16.93,2.19,555405.32,9.86
953395.16,16.93,2.19,555245.32,9.86
953184.63,16.93,2.19,555123.32,9.86
953437.16,16.93,2.2,555372.89,9.86
953437.16,16.93,2.2,555372.89,9.86
953226.63,16.93,2.2,555162.34,9.86
953164.0,16.93,2.2,554632.98,9.85
952890.32,16.93,2.2,554293.47,9.85
952679.79,16.93,2.19,554222.33,9.85
952426.74,16.93,2.19,554023.07,9.85
952216.21,16.93,2.19,553852.83,9.85
952005.68,16.93,2.19,553741.39,9.85
951795.16,16.93,2.19,553571.15,9.84
951079.37,16.92,2.19,553126.43,9.84
951079.37,16.92,2.19,553126.43,9.84
950868.84,16.92,2.19,553014.98,9.84
949605.68,16.93,2.19,552458.84,9.85
949605.68,16.93,2.19,552458.84,9.85
948805.68,16.92,2.19,550807.77,9.82
948595.16,16.92,2.19,550597.22,9.82
948384.63,16.92,2.19,550526.08,9.82
948132.0,16.92,2.18,549773.69,9.81
947921.47,16.92,2.18,549564.95,9.81
947837.79,16.92,2.18,549448.48,9.81
947122.0,16.92,2.18,549003.76,9.81
947059.37,16.92,2.18,548474.41,9.8
946785.68,16.92,2.18,548134.89,9.8
947140.63,16.93,2.19,548634.44,9.8
946930.11,16.93,2.19,548419.9,9.8
946719.58,16.93,2.19,548352.76,9.8
946509.05,16.92,2.19,548138.22,9.8
946256.42,16.92,2.19,547385.82,9.79
945982.74,16.92,2.18,547079.35,9.79
945772.21,16.92,2.18,547012.2,9.79
945561.68,16.92,2.18,546797.66,9.78
945351.16,16.92,2.18,546730.51,9.78
945351.16,16.92,2.18,546730.51,9.78
945140.63,16.92,2.18,546589.71,9.78
944930.11,16.92,2.18,546448.82,9.78
944867.47,16.92,2.18,545919.47,9.78
944656.95,16.92,2.18,545704.93,9.77
944383.26,16.92,2.18,545365.41,9.77
944383.26,16.92,2.18,545365.41,9.77
944383.26,16.92,2.18,545365.41,9.77
944172.74,16.92,2.18,545298.27,9.77
943862.21,16.91,2.17,544985.0,9.76
943862.21,16.91,2.17,544985.0,9.76
943799.58,16.91,2.18,544455.65,9.76
943539.68,16.91,2.17,544719.13,9.76
943266.0,16.91,2.17,544379.62,9.76
943055.47,16.91,2.17,544238.82,9.76
943055.47,16.91,2.17,544238.82,9.76
942520.0,16.9,2.16,543696.31,9.75
942309.47,16.9,2.16,543555.43,9.75
942098.95,16.9,2.16,543429.33,9.75
941846.32,16.9,2.16,542645.6,9.73
941572.63,16.89,2.16,542370.46,9.73
941362.11,16.89,2.16,542214.87,9.73
