ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
431,2154,1949470,6212,1949470
431,2154,1949840,6212,1949840
432,2158,1950840,6212,1950840
432,2158,1951650,6212,1951650
432,2158,1952110,6212,1952110
432,2158,1952110,6212,1952110
432,2158,1952110,6212,1952110
432,2158,1952340,6212,1952340
432,2158,1952810,6212,1952810
432,2158,1953130,6212,1953130
432,2158,1953130,6212,1953130
432,2158,1953940,6212,1953940
433,2166,1954170,6212,1954170
433,2166,1954490,6212,1954490
433,2166,1954810,6212,1954810
433,2166,1955130,6212,1955130
433,2166,1956130,6212,1956130
433,2166,1956130,6212,1956130
433,2166,1956450,6212,1956450
433,2166,1956910,6212,1956910
433,2166,1957230,6212,1957230
433,2166,1958230,6212,1958230
433,2166,1958230,6212,1958230
433,2166,1959230,6212,1959230
433,2166,1960230,6212,1960230
434,2168,1960880,6212,1960880
434,2168,1961340,6212,1961340
434,2168,1962150,6212,1962150
434,2168,1963150,6212,1963150
434,2168,1963800,6212,1963800
435,2170,1964450,6212,1964450
435,2170,1965450,6212,1965450
435,2170,1965450,6212,1965450
435,2170,1965450,6212,1965450
435,2170,1965770,6212,1965770
436,2172,1966580,6212,1966580
436,2172,1967390,6212,1967390
437,2180,1968040,6212,1968040
437,2180,1968510,6212,1968510
437,2180,1969320,6212,1969320
437,2180,1969320,6212,1969320
437,2180,1970130,6212,1970130
437,2180,1970450,6212,1970450
437,2180,1970680,6212,1970680
437,2180,1971680,6212,1971680
437,2180,1972490,6212,1972490
437,2180,1973490,6212,1973490
437,2180,1974300,6212,1974300
437,2180,1974770,6212,1974770
438,2188,1975770,6212,1975770
438,2188,1975770,6212,1975770
438,2188,1976580,6212,1976580
438,2188,1976900,6212,1976900
438,2188,1977370,6212,1977370
438,2188,1978370,6212,1978370
438,2188,1978370,6212,1978370
438,2188,1979180,6212,1979180
438,2188,1979990,6212,1979990
438,2188,1980150,6212,1980150
438,2188,1980960,6212,1980960
438,2188,1980960,6212,1980960
438,2188,1981610,6212,1981610
439,2190,1982420,6212,1982420
439,2190,1983420,6212,1983420
439,2190,1983890,6212,1983890
440,2198,1984890,6212,1984890
440,2198,1985120,6212,1985120
440,2198,1985930,6212,1985930
440,2198,1986930,6212,1986930
440,2198,1987740,6212,1987740
440,2198,1988740,6212,1988740
440,2198,1989210,6212,1989210
440,2198,1990020,6212,1990020
440,2198,1991020,6212,1991020
440,2198,1991490,6212,1991490
441,2200,1992300,6212,1992300
441,2200,1992770,6212,1992770
442,2202,1993770,6212,1993770
442,2202,1994580,6212,1994580
443,2210,1995390,6212,1995390
443,2210,1996200,6212,1996200
443,2210,1996640,6212,1996640
443,2210,1996960,6212,1996960
443,2210,1997960,6212,1997960
443,2210,1998960,6212,1998960
443,2210,1999960,6212,1999960
443,2210,2000420,6212,2000420
443,2210,2000890,6212,2000890
443,2210,2001700,6212,2001700
443,2210,2002160,6212,2002160
444,2218,2003160,6212,2003160
444,2218,2004160,6212,2004160
444,2218,2004970,6212,2004970
444,2218,2005970,6212,2005970
444,2218,2006970,6212,2006970
444,2218,2007970,6212,2007970
444,2218,2007970,6212,2007970
444,2218,2008290,6212,2008290
444,2218,2008290,6212,2008290
444,2218,2008660,6212,2008660
444,2218,2009470,6212,2009470
445,2220,2010470,6212,2010470
445,2220,2010940,6212,2010940
445,2220,2011590,6212,2011590
446,2228,2012400,6212,2012400
446,2228,2013210,6212,2013210
446,2228,2014210,6212,2014210
446,2228,2014580,6212,2014580
446,2228,2015050,6212,2015050
446,2228,2015210,6212,2015210
446,2228,2015430,6212,2015430
446,2228,2016430,6212,2016430
446,2228,2017240,6212,2017240
446,2228,2017710,6212,2017710
446,2228,2018520,6212,2018520
447,2236,2019170,6212,2019170
447,2236,2019400,6212,2019400
447,2236,2020400,6212,2020400
447,2236,2021400,6212,2021400
447,2236,2021720,6212,2021720
447,2236,2022530,6212,2022530
447,2236,2022850,6212,2022850
447,2236,2023320,6212,2023320
447,2236,2024130,6212,2024130
447,2236,2024600,6212,2024600
447,2236,2024600,6212,2024600
447,2236,2025410,6212,2025410
447,2236,2026410,6212,2026410
448,2238,2026960,6212,2026960
448,2238,2026960,6212,2026960
448,2238,2027960,6212,2027960
449,2240,2028770,6212,2028770
449,2240,2029770,6212,2029770
450,2248,2030770,6212,2030770
450,2248,2031240,6212,2031240
450,2248,2032240,6212,2032240
451,2256,2033240,6212,2033240
451,2256,2033700,6212,2033700
451,2256,2034350,6212,2034350
451,2256,2035160,6212,2035160
451,2256,2035480,6212,2035480
451,2256,2036480,6212,2036480
451,2256,2036480,6212,2036480
451,2256,2037290,6212,2037290
451,2256,2037610,6212,2037610
451,2256,2037830,6212,2037830
451,2256,2038640,6212,2038640
451,2256,2038640,6212,2038640
451,2256,2039290,6212,2039290
451,2256,2039510,6212,2039510
451,2256,2039510,6212,2039510
451,2256,2040320,6212,2040320
451,2256,2041320,6212,2041320
452,2264,2041790,6212,2041790
452,2264,2042600,6212,2042600
452,2264,2043190,6212,2043190
452,2264,2044190,6212,2044190
452,2264,2044660,6212,2044660
452,2264,2045660,6212,2045660
452,2264,2045980,6212,2045980
452,2264,2046140,6212,2046140
452,2264,2047140,6212,2047140
453,2272,2047370,6212,2047370
453,2272,2047840,6212,2047840
453,2272,2048490,6212,2048490
453,2272,2049490,6212,2049490
453,2272,2049960,6212,2049960
453,2272,2050770,6212,2050770
453,2272,2051770,6212,2051770
453,2272,2052770,6212,2052770
453,2272,2053240,6212,2053240
454,2280,2053890,6212,2053890
454,2280,2054360,6212,2054360
454,2280,2054830,6212,2054830
454,2280,2055640,6212,2055640
454,2280,2055960,6212,2055960
454,2280,2056770,6212,2056770
454,2280,2056770,6212,2056770
454,2280,2057580,6212,2057580
454,2280,2057580,6212,2057580
454,2280,2058050,6212,2058050
454,2280,2058860,6212,2058860
454,2280,2059860,6212,2059860
454,2280,2060330,6212,2060330
455,2288,2060800,6212,2060800
455,2288,2061800,6212,2061800
455,2288,2062260,6212,2062260
455,2288,2062910,6212,2062910
455,2288,2063910,6212,2063910
455,2288,2064380,6212,2064380
455,2288,2064840,6212,2064840
455,2288,2065650,6212,2065650
455,2288,2066650,6212,2066650
455,2288,2066790,6212,2066790
455,2288,2067110,6212,2067110
455,2288,2067760,6212,2067760
455,2288,2068570,6212,2068570
456,2292,2069570,6212,2069570
456,2292,2070040,6212,2070040
456,2292,2071040,6212,2071040
457,2296,2071690,6212,2071690
457,2296,2072160,6212,2072160
457,2296,2072630,6212,2072630
457,2296,2072850,6212,2072850
457,2296,2072850,6212,2072850
457,2296,2073850,6212,2073850
457,2296,2074660,6212,2074660
457,2296,2075310,6212,2075310
457,2296,2075960,6212,2075960
457,2296,2076430,6212,2076430
457,2296,2077240,6212,2077240
458,2298,2078240,6212,2078240
458,2298,2078240,6212,2078240
458,2298,2079240,6212,2079240
458,2298,2079240,6212,2079240
458,2298,2080050,6212,2080050
459,2306,2080520,6212,2080520
459,2306,2080990,6212,2080990
459,2306,2080990,6212,2080990
459,2306,2081460,6212,2081460
459,2306,2082270,6212,2082270
459,2306,2083080,6212,2083080
459,2306,2083550,6212,2083550
459,2306,2083780,6212,2083780
459,2306,2084780,6212,2084780
459,2306,2085430,6212,2085430
459,2306,2086240,6212,2086240
459,2306,2086700,6212,2086700
459,2306,2087510,6212,2087510
460,2314,2088510,6212,2088510
460,2314,2088980,6212,2088980
460,2314,2089980,6212,2089980
460,2314,2090350,6212,2090350
460,2314,2090350,6212,2090350
460,2314,2091160,6212,2091160
460,2314,2091970,6212,2091970
460,2314,2092780,6212,2092780
460,2314,2092830,6212,2092830
460,2314,2093300,6212,2093300
460,2314,2093770,6212,2093770
460,2314,2094770,6212,2094770
460,2314,2095240,6212,2095240
460,2314,2095240,6212,2095240
460,2314,2095240,6212,2095240
461,2316,2095710,6212,2095710
461,2316,2096180,6212,2096180
461,2316,2096410,6212,2096410
461,2316,2097410,6212,2097410
462,2324,2098060,6212,2098060
462,2324,2098060,6212,2098060
462,2324,2098060,6212,2098060
462,2324,2098610,6212,2098610
462,2324,2098980,6212,2098980
463,2326,2099790,6212,2099790
463,2326,2100790,6212,2100790
463,2326,2101600,6212,2101600
463,2326,2102410,6212,2102410
463,2326,2102880,6212,2102880
463,2326,2103350,6212,2103350
463,2326,2103810,6212,2103810
463,2326,2103810,6212,2103810
463,2326,2104280,6212,2104280
463,2326,2104930,6212,2104930
464,2334,2105400,6212,2105400
464,2334,2105630,6212,2105630
464,2334,2105630,6212,2105630
464,2334,2105630,6212,2105630
464,2334,2106630,6212,2106630
464,2334,2106630,6212,2106630
464,2334,2107440,6212,2107440
464,2334,2107910,6212,2107910
464,2334,2107910,6212,2107910
464,2334,2108070,6212,2108070
464,2334,2108070,6212,2108070
464,2334,2108880,6212,2108880
464,2334,2109880,6212,2109880
464,2334,2110350,6212,2110350
464,2334,2111350,6212,2111350
464,2334,2111570,6212,2111570
464,2334,2112570,6212,2112570
464,2334,2112570,6212,2112570
464,2334,2113040,6212,2113040
464,2334,2114040,6212,2114040
465,2342,2114590,6212,2114590
465,2342,2114820,6212,2114820
465,2342,2115630,6212,2115630
465,2342,2116630,6212,2116630
465,2342,2117630,6212,2117630
465,2342,2118630,6212,2118630
465,2342,2118630,6212,2118630
465,2342,2119100,6212,2119100
465,2342,2119570,6212,2119570
465,2342,2120040,6212,2120040
465,2342,2120040,6212,2120040
465,2342,2121040,6212,2121040
466,2350,2121850,6212,2121850
466,2350,2122850,6212,2122850
466,2350,2123660,6212,2123660
466,2350,2124310,6212,2124310
466,2350,2125120,6212,2125120
466,2350,2126120,6212,2126120
466,2350,2126120,6212,2126120
466,2350,2126930,6212,2126930
466,2350,2127930,6212,2127930
467,2354,2128740,6212,2128740
467,2354,2129550,6212,2129550
467,2354,2130360,6212,2130360
467,2354,2131170,6212,2131170
467,2354,2131540,6212,2131540
468,2362,2132130,6212,2132130
468,2362,2132590,6212,2132590
468,2362,2133060,6212,2133060
468,2362,2133380,6212,2133380
468,2362,2134190,6212,2134190
468,2362,2134190,6212,2134190
468,2362,2135190,6212,2135190
468,2362,2136000,6212,2136000
468,2362,2136220,6212,2136220
468,2362,2136690,6212,2136690
468,2362,2137500,6212,2137500
468,2362,2137970,6212,2137970
468,2362,2138440,6212,2138440
468,2362,2139030,6212,2139030
469,2370,2140030,6212,2140030
469,2370,2140840,6212,2140840
469,2370,2141650,6212,2141650
469,2370,2141650,6212,2141650
469,2370,2142460,6212,2142460
469,2370,2142930,6212,2142930
469,2370,2143520,6212,2143520
469,2370,2143990,6212,2143990
469,2370,2144150,6212,2144150
469,2370,2145150,6212,2145150
469,2370,2145960,6212,2145960
469,2370,2145960,6212,2145960
470,2372,2146960,6212,2146960
470,2372,2147190,6212,2147190
470,2372,2147660,6212,2147660
470,2372,2147980,6212,2147980
470,2372,2148440,6212,2148440
471,2380,2149440,6212,2149440
471,2380,2150090,6212,2150090
471,2380,2150250,6212,2150250
471,2380,2151250,6212,2151250
471,2380,2152060,6212,2152060
471,2380,2153060,6212,2153060
471,2380,2153530,6212,2153530
471,2380,2153530,6212,2153530
471,2380,2153530,6212,2153530
471,2380,2154530,6212,2154530
472,2388,2155180,6212,2155180
472,2388,2156180,6212,2156180
472,2388,2156650,6212,2156650
472,2388,2157110,6212,2157110
472,2388,2157580,6212,2157580
472,2388,2157810,6212,2157810
472,2388,2158810,6212,2158810
472,2388,2159810,6212,2159810
472,2388,2160620,6212,2160620
472,2388,2160780,6212,2160780
472,2388,2161240,6212,2161240
472,2388,2161710,6212,2161710
472,2388,2161940,6212,2161940
472,2388,2162260,6212,2162260
473,2396,2162910,6212,2162910
473,2396,2162910,6212,2162910
473,2396,2163910,6212,2163910
473,2396,2164230,6212,2164230
473,2396,2164710,6212,2164710
473,2396,2164870,6212,2164870
473,2396,2165870,6212,2165870
473,2396,2166680,6212,2166680
473,2396,2166680,6212,2166680
473,2396,2167680,6212,2167680
473,2396,2168150,6212,2168150
473,2396,2168620,6212,2168620
473,2396,2169430,6212,2169430
473,2396,2169900,6212,2169900
473,2396,2170550,6212,2170550
473,2396,2170770,6212,2170770
473,2396,2171230,6212,2171230
473,2396,2171230,6212,2171230
473,2396,2171450,6212,2171450
474,2398,2172260,6212,2172260
474,2398,2172730,6212,2172730
474,2398,2173540,6212,2173540
474,2398,2173540,6212,2173540
475,2406,2174350,6212,2174350
475,2406,2175350,6212,2175350
475,2406,2176160,6212,2176160
475,2406,2177160,6212,2177160
475,2406,2177970,6212,2177970
475,2406,2178430,6212,2178430
475,2406,2179080,6212,2179080
475,2406,2179890,6212,2179890
475,2406,2180050,6212,2180050
475,2406,2180050,6212,2180050
476,2414,2180600,6212,2180600
476,2414,2181410,6212,2181410
476,2414,2181870,6212,2181870
476,2414,2182680,6212,2182680
476,2414,2183680,6212,2183680
476,2414,2184150,6212,2184150
476,2414,2184620,6212,2184620
476,2414,2184620,6212,2184620
476,2414,2185090,6212,2185090
476,2414,2186090,6212,2186090
477,2422,2186560,6212,2186560
477,2422,2187210,6212,2187210
477,2422,2187530,6212,2187530
477,2422,2188530,6212,2188530
477,2422,2189080,6212,2189080
477,2422,2189300,6212,2189300
477,2422,2189890,6212,2189890
477,2422,2190700,6212,2190700
477,2422,2191510,6212,2191510
477,2422,2192510,6212,2192510
477,2422,2193510,6212,2193510
478,2424,2194160,6212,2194160
478,2424,2194630,6212,2194630
478,2424,2195100,6212,2195100
479,2432,2196100,6212,2196100
479,2432,2196910,6212,2196910
479,2432,2197230,6212,2197230
479,2432,2198040,6212,2198040
479,2432,2198510,6212,2198510
479,2432,2199510,6212,2199510
479,2432,2200320,6212,2200320
479,2432,2201320,6212,2201320
479,2432,2201430,6212,2201430
479,2432,2202240,6212,2202240
479,2432,2202470,6212,2202470
479,2432,2202790,6212,2202790
479,2432,2203340,6212,2203340
479,2432,2203800,6212,2203800
479,2432,2203800,6212,2203800
480,2434,2204610,6212,2204610
480,2434,2205610,6212,2205610
481,2436,2207610,6212,2207610
482,2444,2208080,6212,2208080
482,2444,2208730,6212,2208730
482,2444,2209540,6212,2209540
482,2444,2210540,6212,2210540
482,2444,2211540,6212,2211540
482,2444,2212010,6212,2212010
482,2444,2212480,6212,2212480
482,2444,2212960,6212,2212960
482,2444,2213770,6212,2213770
482,2444,2214000,6212,2214000
483,2452,2214470,6212,2214470
483,2452,2214790,6212,2214790
483,2452,2215600,6212,2215600
483,2452,2216600,6212,2216600
483,2452,2216920,6212,2216920
483,2452,2217730,6212,2217730
483,2452,2218380,6212,2218380
483,2452,2219190,6212,2219190
483,2452,2219660,6212,2219660
483,2452,2219660,6212,2219660
483,2452,2220470,6212,2220470
483,2452,2220940,6212,2220940
483,2452,2220940,6212,2220940
483,2452,2221400,6212,2221400
483,2452,2222400,6212,2222400
484,2460,2223210,6212,2223210
484,2460,2223430,6212,2223430
484,2460,2223660,6212,2223660
484,2460,2223660,6212,2223660
484,2460,2224130,6212,2224130
484,2460,2224720,6212,2224720
484,2460,2225720,6212,2225720
484,2460,2226530,6212,2226530
484,2460,2227000,6212,2227000
484,2460,2228000,6212,2228000
484,2460,2228320,6212,2228320
484,2460,2229130,6212,2229130
484,2460,2230130,6212,2230130
485,2468,2230680,6212,2230680
485,2468,2230680,6212,2230680
485,2468,2231150,6212,2231150
485,2468,2231620,6212,2231620
485,2468,2232620,6212,2232620
485,2468,2233430,6212,2233430
485,2468,2233750,6212,2233750
485,2468,2234750,6212,2234750
485,2468,2235750,6212,2235750
485,2468,2236560,6212,2236560
485,2468,2237370,6212,2237370
486,2476,2241370,6212,2241370
487,2478,2242180,6212,2242180
487,2478,2242650,6212,2242650
487,2478,2243300,6212,2243300
487,2478,2244110,6212,2244110
487,2478,2244660,6212,2244660
487,2478,2245470,6212,2245470
488,2486,2245790,6212,2245790
488,2486,2246600,6212,2246600
488,2486,2247600,6212,2247600
488,2486,2248250,6212,2248250
488,2486,2248720,6212,2248720
488,2486,2248950,6212,2248950
488,2486,2248950,6212,2248950
488,2486,2249760,6212,2249760
488,2486,2250760,6212,2250760
488,2486,2251570,6212,2251570
488,2486,2252030,6212,2252030
488,2486,2253030,6212,2253030
489,2488,2253500,6212,2253500
489,2488,2253820,6212,2253820
489,2488,2254820,6212,2254820
489,2488,2254820,6212,2254820
490,2490,2255280,6212,2255280
490,2490,2256090,6212,2256090
491,2492,2256900,6212,2256900
491,2492,2257710,6212,2257710
491,2492,2258180,6212,2258180
492,2500,2258650,6212,2258650
492,2500,2259120,6212,2259120
493,2502,2259930,6212,2259930
493,2502,2260580,6212,2260580
493,2502,2261050,6212,2261050
493,2502,2261520,6212,2261520
493,2502,2261980,6212,2261980
493,2502,2261980,6212,2261980
493,2502,2262300,6212,2262300
493,2502,2262300,6212,2262300
493,2502,2262530,6212,2262530
493,2502,2263180,6212,2263180
493,2502,2264180,6212,2264180
494,2504,2265180,6212,2265180
494,2504,2266180,6212,2266180
494,2504,2266500,6212,2266500
495,2508,2267500,6212,2267500
495,2508,2267500,6212,2267500
496,2516,2267960,6212,2267960
496,2516,2268960,6212,2268960
496,2516,2269280,6212,2269280
496,2516,2270090,6212,2270090
496,2516,2270560,6212,2270560
496,2516,2271030,6212,2271030
496,2516,2271490,6212,2271490
496,2516,2271950,6212,2271950
496,2516,2271950,6212,2271950
496,2516,2271950,6212,2271950
496,2516,2272950,6212,2272950
496,2516,2273270,6212,2273270
496,2516,2274080,6212,2274080
497,2518,2275080,6212,2275080
497,2518,2275310,6212,2275310
497,2518,2275310,6212,2275310
497,2518,2276310,6212,2276310
497,2518,2276310,6212,2276310
498,2520,2277120,6212,2277120
498,2520,2277590,6212,2277590
499,2528,2278590,6212,2278590
499,2528,2279140,6212,2279140
499,2528,2279790,6212,2279790
499,2528,2279790,6212,2279790
499,2528,2280160,6212,2280160
499,2528,2280970,6212,2280970
499,2528,2281440,6212,2281440
499,2528,2281670,6212,2281670
499,2528,2282480,6212,2282480
499,2528,2283480,6212,2283480
499,2528,2284480,6212,2284480
499,2528,2284480,6212,2284480
499,2528,2284640,6212,2284640
499,2528,2285110,6212,2285110
499,2528,2285580,6212,2285580
499,2528,2286390,6212,2286390
499,2528,2286390,6212,2286390
500,2536,2286860,6212,2286860
500,2536,2286860,6212,2286860
500,2536,2286970,6212,2286970
500,2536,2287290,6212,2287290
500,2536,2287940,6212,2287940
500,2536,2288100,6212,2288100
500,2536,2288910,6212,2288910
500,2536,2289910,6212,2289910
500,2536,2290020,6212,2290020
500,2536,2290830,6212,2290830
500,2536,2291150,6212,2291150
500,2536,2291150,6212,2291150
500,2536,2292150,6212,2292150
500,2536,2292620,6212,2292620
500,2536,2293430,6212,2293430
500,2536,2293430,6212,2293430
500,2536,2293430,6212,2293430
500,2536,2294240,6212,2294240
500,2536,2295240,6212,2295240
500,2536,2295240,6212,2295240
500,2536,2295240,6212,2295240
500,2536,2295560,6212,2295560
500,2536,2296020,6212,2296020
500,2536,2296020,6212,2296020
500,2536,2296490,6212,2296490
501,2538,2297490,6212,2297490
501,2538,2297650,6212,2297650
501,2538,2298650,6212,2298650
501,2538,2299460,6212,2299460
502,2546,2300460,6212,2300460
502,2546,2301460,6212,2301460
502,2546,2301690,6212,2301690
502,2546,2302690,6212,2302690
502,2546,2303340,6212,2303340
502,2546,2304340,6212,2304340
502,2546,2305150,6212,2305150
502,2546,2305620,6212,2305620
502,2546,2306620,6212,2306620
502,2546,2307080,6212,2307080
503,2548,2307540,6212,2307540
503,2548,2308010,6212,2308010
503,2548,2309010,6212,2309010
504,2556,2309480,6212,2309480
504,2556,2309480,6212,2309480
504,2556,2309480,6212,2309480
504,2556,2310290,6212,2310290
504,2556,2311100,6212,2311100
504,2556,2312100,6212,2312100
504,2556,2312100,6212,2312100
504,2556,2313100,6212,2313100
504,2556,2313750,6212,2313750
504,2556,2314210,6212,2314210
504,2556,2314680,6212,2314680
504,2556,2314790,6212,2314790
504,2556,2315790,6212,2315790
505,2564,2316790,6212,2316790
505,2564,2317110,6212,2317110
505,2564,2318110,6212,2318110
505,2564,2318920,6212,2318920
505,2564,2319730,6212,2319730
505,2564,2320730,6212,2320730
505,2564,2321200,6212,2321200
505,2564,2321660,6212,2321660
505,2564,2322470,6212,2322470
505,2564,2323280,6212,2323280
506,2572,2324090,6212,2324090
506,2572,2324090,6212,2324090
506,2572,2324560,6212,2324560
506,2572,2325210,6212,2325210
506,2572,2326020,6212,2326020
506,2572,2326830,6212,2326830
506,2572,2326830,6212,2326830
506,2572,2327830,6212,2327830
506,2572,2328830,6212,2328830
506,2572,2329480,6212,2329480
506,2572,2329800,6212,2329800
506,2572,2330170,6212,2330170
506,2572,2330170,6212,2330170
506,2572,2330640,6212,2330640
507,2580,2331450,6212,2331450
507,2580,2332260,6212,2332260
507,2580,2333070,6212,2333070
507,2580,2333070,6212,2333070
507,2580,2333070,6212,2333070
507,2580,2333070,6212,2333070
507,2580,2333720,6212,2333720
507,2580,2333950,6212,2333950
507,2580,2334950,6212,2334950
507,2580,2334950,6212,2334950
507,2580,2335760,6212,2335760
507,2580,2335760,6212,2335760
507,2580,2335920,6212,2335920
507,2580,2336380,6212,2336380
507,2580,2336380,6212,2336380
507,2580,2336850,6212,2336850
507,2580,2337850,6212,2337850
508,2582,2338850,6212,2338850
508,2582,2339850,6212,2339850
508,2582,2340080,6212,2340080
509,2584,2340890,6212,2340890
509,2584,2341350,6212,2341350
510,2592,2342350,6212,2342350
510,2592,2342820,6212,2342820
510,2592,2343820,6212,2343820
510,2592,2344630,6212,2344630
510,2592,2345630,6212,2345630
510,2592,2346100,6212,2346100
510,2592,2346910,6212,2346910
510,2592,2347560,6212,2347560
510,2592,2348560,6212,2348560
511,2594,2349560,6212,2349560
511,2594,2349560,6212,2349560
511,2594,2350560,6212,2350560
512,2596,2351210,6212,2351210
512,2596,2352210,6212,2352210
513,2604,2353020,6212,2353020
513,2604,2353480,6212,2353480
513,2604,2354480,6212,2354480
513,2604,2358480,6212,2358480
513,2604,2359130,6212,2359130
513,2604,2359780,6212,2359780
514,2612,2360250,6212,2360250
514,2612,2360720,6212,2360720
514,2612,2361720,6212,2361720
514,2612,2361720,6212,2361720
514,2612,2362040,6212,2362040
514,2612,2362850,6212,2362850
514,2612,2363320,6212,2363320
514,2612,2363910,6212,2363910
514,2612,2364370,6212,2364370
514,2612,2364740,6212,2364740
514,2612,2365740,6212,2365740
514,2612,2366740,6212,2366740
514,2612,2367740,6212,2367740
515,2620,2368210,6212,2368210
515,2620,2368320,6212,2368320
515,2620,2368790,6212,2368790
515,2620,2369110,6212,2369110
515,2620,2370110,6212,2370110
515,2620,2370920,6212,2370920
515,2620,2371380,6212,2371380
515,2620,2371850,6212,2371850
515,2620,2372320,6212,2372320
515,2620,2372790,6212,2372790
515,2620,2373790,6212,2373790
515,2620,2374110,6212,2374110
516,2622,2374570,6212,2374570
516,2622,2375380,6212,2375380
516,2622,2375850,6212,2375850
516,2622,2376320,6212,2376320
516,2622,2376640,6212,2376640
516,2622,2377100,6212,2377100
516,2622,2378100,6212,2378100
517,2630,2378910,6212,2378910
517,2630,2379720,6212,2379720
517,2630,2380190,6212,2380190
517,2630,2380420,6212,2380420
517,2630,2380890,6212,2380890
517,2630,2381050,6212,2381050
517,2630,2381700,6212,2381700
517,2630,2382020,6212,2382020
517,2630,2383020,6212,2383020
517,2630,2383180,6212,2383180
517,2630,2383990,6212,2383990
517,2630,2384800,6212,2384800
517,2630,2385020,6212,2385020
517,2630,2385830,6212,2385830
518,2634,2386640,6212,2386640
518,2634,2386960,6212,2386960
518,2634,2387960,6212,2387960
518,2634,2388960,6212,2388960
518,2634,2389190,6212,2389190
518,2634,2389660,6212,2389660
519,2636,2390120,6212,2390120
519,2636,2391120,6212,2391120
519,2636,2391580,6212,2391580
520,2638,2392040,6212,2392040
520,2638,2393040,6212,2393040
521,2646,2393630,6212,2393630
521,2646,2394440,6212,2394440
521,2646,2395250,6212,2395250
521,2646,2395710,6212,2395710
521,2646,2395710,6212,2395710
521,2646,2396710,6212,2396710
521,2646,2397520,6212,2397520
521,2646,2397840,6212,2397840
521,2646,2398490,6212,2398490
521,2646,2398810,6212,2398810
521,2646,2399810,6212,2399810
521,2646,2400280,6212,2400280
522,2654,2401280,6212,2401280
522,2654,2401930,6212,2401930
522,2654,2402520,6212,2402520
522,2654,2402990,6212,2402990
522,2654,2403640,6212,2403640
522,2654,2404110,6212,2404110
522,2654,2405110,6212,2405110
522,2654,2405580,6212,2405580
522,2654,2405580,6212,2405580
522,2654,2406390,6212,2406390
522,2654,2407200,6212,2407200
522,2654,2407570,6212,2407570
523,2656,2408160,6212,2408160
523,2656,2408710,6212,2408710
524,2658,2409520,6212,2409520
524,2658,2410330,6212,2410330
525,2660,2411330,6212,2411330
525,2660,2411330,6212,2411330
525,2660,2411330,6212,2411330
525,2660,2411800,6212,2411800
525,2660,2411800,6212,2411800
526,2668,2412800,6212,2412800
526,2668,2413800,6212,2413800
526,2668,2414800,6212,2414800
526,2668,2415350,6212,2415350
526,2668,2416350,6212,2416350
526,2668,2417350,6212,2417350
526,2668,2418160,6212,2418160
526,2668,2418160,6212,2418160
526,2668,2418480,6212,2418480
526,2668,2418950,6212,2418950
526,2668,2419410,6212,2419410
527,2670,2419960,6212,2419960
527,2670,2420280,6212,2420280
527,2670,2420600,6212,2420600
527,2670,2421600,6212,2421600
528,2678,2422600,6212,2422600
528,2678,2423410,6212,2423410
528,2678,2424060,6212,2424060
528,2678,2425060,6212,2425060
528,2678,2425060,6212,2425060
528,2678,2425530,6212,2425530
528,2678,2425760,6212,2425760
528,2678,2426080,6212,2426080
528,2678,2427080,6212,2427080
528,2678,2427550,6212,2427550
528,2678,2428200,6212,2428200
528,2678,2429010,6212,2429010
528,2678,2429010,6212,2429010
528,2678,2429010,6212,2429010
528,2678,2429330,6212,2429330
529,2680,2429980,6212,2429980
529,2680,2430630,6212,2430630
530,2682,2431630,6212,2431630
530,2682,2432440,6212,2432440
530,2682,2432760,6212,2432760
530,2682,2433230,6212,2433230
531,2684,2434230,6212,2434230
531,2684,2434230,6212,2434230
531,2684,2434880,6212,2434880
532,2686,2435350,6212,2435350
532,2686,2435670,6212,2435670
532,2686,2435670,6212,2435670
532,2686,2436670,6212,2436670
532,2686,2437140,6212,2437140
533,2688,2437950,6212,2437950
533,2688,2438270,6212,2438270
533,2688,2438270,6212,2438270
533,2688,2438740,6212,2438740
533,2688,2438740,6212,2438740
533,2688,2439060,6212,2439060
534,2696,2440060,6212,2440060
534,2696,2441060,6212,2441060
534,2696,2441530,6212,2441530
534,2696,2442340,6212,2442340
534,2696,2442810,6212,2442810
534,2696,2442970,6212,2442970
534,2696,2443970,6212,2443970
534,2696,2444290,6212,2444290
534,2696,2444610,6212,2444610
534,2696,2444610,6212,2444610
534,2696,2445420,6212,2445420
534,2696,2445740,6212,2445740
534,2696,2446210,6212,2446210
535,2704,2447210,6212,2447210
535,2704,2447860,6212,2447860
