ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
510,2524,2357060,6212,2357060
511,2526,2358060,6212,2358060
511,2526,2358650,6212,2358650
511,2526,2359120,6212,2359120
511,2526,2359930,6212,2359930
511,2526,2360930,6212,2360930
511,2526,2361400,6212,2361400
512,2534,2362210,6212,2362210
512,2534,2362210,6212,2362210
512,2534,2362860,6212,2362860
512,2534,2362860,6212,2362860
512,2534,2363510,6212,2363510
512,2534,2364510,6212,2364510
512,2534,2365510,6212,2365510
512,2534,2365980,6212,2365980
512,2534,2366790,6212,2366790
512,2534,2367790,6212,2367790
513,2536,2368790,6212,2368790
513,2536,2369600,6212,2369600
514,2544,2370600,6212,2370600
514,2544,2371070,6212,2371070
514,2544,2372070,6212,2372070
514,2544,2372880,6212,2372880
514,2544,2373880,6212,2373880
514,2544,2374880,6212,2374880
514,2544,2375690,6212,2375690
514,2544,2375910,6212,2375910
514,2544,2376720,6212,2376720
514,2544,2377720,6212,2377720
515,2546,2378190,6212,2378190
515,2546,2379190,6212,2379190
516,2554,2380000,6212,2380000
516,2554,2380160,6212,2380160
516,2554,2380970,6212,2380970
516,2554,2381440,6212,2381440
516,2554,2381440,6212,2381440
516,2554,2382440,6212,2382440
516,2554,2383440,6212,2383440
516,2554,2384250,6212,2384250
516,2554,2384720,6212,2384720
516,2554,2385720,6212,2385720
516,2554,2386720,6212,2386720
517,2562,2387720,6212,2387720
517,2562,2387720,6212,2387720
518,2564,2388720,6212,2388720
518,2564,2388720,6212,2388720
518,2564,2389040,6212,2389040
518,2564,2389590,6212,2389590
518,2564,2390060,6212,2390060
518,2564,2390060,6212,2390060
518,2564,2390530,6212,2390530
518,2564,2391530,6212,2391530
518,2564,2392000,6212,2392000
519,2572,2392650,6212,2392650
519,2572,2392880,6212,2392880
519,2572,2393880,6212,2393880
519,2572,2394880,6212,2394880
519,2572,2395690,6212,2395690
519,2572,2396690,6212,2396690
519,2572,2396910,6212,2396910
519,2572,2397910,6212,2397910
519,2572,2398720,6212,2398720
519,2572,2399720,6212,2399720
520,2574,2400720,6212,2400720
520,2574,2400720,6212,2400720
520,2574,2401190,6212,2401190
520,2574,2401660,6212,2401660
520,2574,2401980,6212,2401980
521,2582,2402450,6212,2402450
521,2582,2403450,6212,2403450
521,2582,2404260,6212,2404260
521,2582,2405260,6212,2405260
521,2582,2406260,6212,2406260
521,2582,2406260,6212,2406260
521,2582,2406260,6212,2406260
521,2582,2407260,6212,2407260
521,2582,2407580,6212,2407580
522,2584,2408580,6212,2408580
522,2584,2409580,6212,2409580
522,2584,2410580,6212,2410580
522,2584,2410580,6212,2410580
522,2584,2410580,6212,2410580
522,2584,2411580,6212,2411580
523,2592,2412230,6212,2412230
523,2592,2413040,6212,2413040
523,2592,2414040,6212,2414040
523,2592,2414510,6212,2414510
523,2592,2414980,6212,2414980
523,2592,2415630,6212,2415630
523,2592,2416440,6212,2416440
523,2592,2416660,6212,2416660
523,2592,2416660,6212,2416660
523,2592,2416880,6212,2416880
523,2592,2417200,6212,2417200
523,2592,2417670,6212,2417670
523,2592,2418320,6212,2418320
523,2592,2418320,6212,2418320
523,2592,2418320,6212,2418320
523,2592,2419320,6212,2419320
523,2592,2419320,6212,2419320
524,2594,2420130,6212,2420130
524,2594,2420780,6212,2420780
524,2594,2420780,6212,2420780
525,2596,2421590,6212,2421590
525,2596,2421590,6212,2421590
525,2596,2422060,6212,2422060
526,2600,2423060,6212,2423060
527,2602,2424060,6212,2424060
527,2602,2425060,6212,2425060
527,2602,2425870,6212,2425870
527,2602,2426870,6212,2426870
527,2602,2426870,6212,2426870
527,2602,2427190,6212,2427190
527,2602,2428190,6212,2428190
527,2602,2428660,6212,2428660
528,2604,2429470,6212,2429470
528,2604,2429790,6212,2429790
528,2604,2430790,6212,2430790
529,2606,2431790,6212,2431790
529,2606,2432790,6212,2432790
529,2606,2432790,6212,2432790
530,2608,2433600,6212,2433600
530,2608,2434070,6212,2434070
530,2608,2434540,6212,2434540
530,2608,2434540,6212,2434540
531,2610,2435540,6212,2435540
531,2610,2436010,6212,2436010
532,2612,2437010,6212,2437010
532,2612,2437120,6212,2437120
532,2612,2437770,6212,2437770
533,2620,2438420,6212,2438420
533,2620,2439420,6212,2439420
533,2620,2439420,6212,2439420
533,2620,2439970,6212,2439970
533,2620,2440970,6212,2440970
533,2620,2441190,6212,2441190
533,2620,2441410,6212,2441410
533,2620,2442410,6212,2442410
533,2620,2443410,6212,2443410
533,2620,2444220,6212,2444220
533,2620,2445030,6212,2445030
533,2620,2445500,6212,2445500
533,2620,2445820,6212,2445820
534,2628,2446290,6212,2446290
534,2628,2446510,6212,2446510
534,2628,2446510,6212,2446510
534,2628,2447510,6212,2447510
534,2628,2447980,6212,2447980
534,2628,2448200,6212,2448200
534,2628,2448520,6212,2448520
534,2628,2448990,6212,2448990
534,2628,2449150,6212,2449150
534,2628,2449620,6212,2449620
534,2628,2450430,6212,2450430
534,2628,2451430,6212,2451430
534,2628,2451890,6212,2451890
534,2628,2452700,6212,2452700
534,2628,2452700,6212,2452700
534,2628,2453510,6212,2453510
535,2636,2454160,6212,2454160
535,2636,2454970,6212,2454970
535,2636,2455080,6212,2455080
535,2636,2455450,6212,2455450
535,2636,2456450,6212,2456450
535,2636,2457450,6212,2457450
535,2636,2457450,6212,2457450
535,2636,2458450,6212,2458450
535,2636,2459450,6212,2459450
535,2636,2460260,6212,2460260
535,2636,2461070,6212,2461070
535,2636,2461530,6212,2461530
536,2638,2462530,6212,2462530
536,2638,2463340,6212,2463340
537,2640,2463810,6212,2463810
537,2640,2464810,6212,2464810
537,2640,2465180,6212,2465180
538,2648,2466180,6212,2466180
538,2648,2466650,6212,2466650
538,2648,2466650,6212,2466650
538,2648,2466650,6212,2466650
538,2648,2467650,6212,2467650
538,2648,2468120,6212,2468120
538,2648,2469120,6212,2469120
538,2648,2470120,6212,2470120
539,2656,2470710,6212,2470710
539,2656,2471260,6212,2471260
539,2656,2471730,6212,2471730
539,2656,2472730,6212,2472730
539,2656,2473730,6212,2473730
539,2656,2474540,6212,2474540
539,2656,2475540,6212,2475540
539,2656,2476350,6212,2476350
539,2656,2477160,6212,2477160
539,2656,2477970,6212,2477970
539,2656,2478780,6212,2478780
540,2664,2479780,6212,2479780
540,2664,2479780,6212,2479780
540,2664,2480780,6212,2480780
540,2664,2481250,6212,2481250
540,2664,2481720,6212,2481720
540,2664,2482720,6212,2482720
540,2664,2483720,6212,2483720
540,2664,2484530,6212,2484530
540,2664,2484530,6212,2484530
540,2664,2485530,6212,2485530
540,2664,2486080,6212,2486080
541,2666,2486890,6212,2486890
541,2666,2487120,6212,2487120
541,2666,2487350,6212,2487350
541,2666,2488160,6212,2488160
541,2666,2488620,6212,2488620
542,2668,2489430,6212,2489430
542,2668,2489430,6212,2489430
542,2668,2490240,6212,2490240
543,2676,2490710,6212,2490710
543,2676,2491030,6212,2491030
543,2676,2492030,6212,2492030
543,2676,2492030,6212,2492030
543,2676,2492350,6212,2492350
544,2684,2500350,6212,2500350
544,2684,2500510,6212,2500510
544,2684,2501510,6212,2501510
544,2684,2502320,6212,2502320
544,2684,2502550,6212,2502550
544,2684,2503030,6212,2503030
544,2684,2503500,6212,2503500
544,2684,2503970,6212,2503970
544,2684,2503970,6212,2503970
544,2684,2504560,6212,2504560
544,2684,2505560,6212,2505560
544,2684,2506560,6212,2506560
545,2686,2507370,6212,2507370
545,2686,2508370,6212,2508370
546,2694,2509370,6212,2509370
546,2694,2509840,6212,2509840
546,2694,2509840,6212,2509840
546,2694,2510650,6212,2510650
546,2694,2511650,6212,2511650
546,2694,2512240,6212,2512240
546,2694,2513050,6212,2513050
546,2694,2513520,6212,2513520
546,2694,2514520,6212,2514520
546,2694,2515330,6212,2515330
546,2694,2515560,6212,2515560
546,2694,2515780,6212,2515780
547,2696,2516780,6212,2516780
547,2696,2517250,6212,2517250
548,2704,2518250,6212,2518250
548,2704,2519250,6212,2519250
548,2704,2519900,6212,2519900
548,2704,2520220,6212,2520220
548,2704,2520540,6212,2520540
548,2704,2521540,6212,2521540
548,2704,2522540,6212,2522540
548,2704,2523350,6212,2523350
548,2704,2524160,6212,2524160
548,2704,2524630,6212,2524630
548,2704,2525630,6212,2525630
548,2704,2525950,6212,2525950
549,2706,2526950,6212,2526950
549,2706,2527540,6212,2527540
550,2714,2528350,6212,2528350
550,2714,2529350,6212,2529350
550,2714,2530160,6212,2530160
550,2714,2530480,6212,2530480
550,2714,2530950,6212,2530950
550,2714,2530950,6212,2530950
550,2714,2531240,6212,2531240
550,2714,2532240,6212,2532240
550,2714,2533240,6212,2533240
550,2714,2533470,6212,2533470
550,2714,2534280,6212,2534280
550,2714,2534600,6212,2534600
551,2722,2535600,6212,2535600
551,2722,2536600,6212,2536600
551,2722,2537070,6212,2537070
551,2722,2537880,6212,2537880
551,2722,2538880,6212,2538880
551,2722,2539690,6212,2539690
551,2722,2540500,6212,2540500
551,2722,2541090,6212,2541090
551,2722,2541900,6212,2541900
552,2730,2542550,6212,2542550
552,2730,2543550,6212,2543550
552,2730,2544360,6212,2544360
552,2730,2545010,6212,2545010
552,2730,2545120,6212,2545120
552,2730,2545710,6212,2545710
552,2730,2546180,6212,2546180
552,2730,2546180,6212,2546180
552,2730,2546530,6212,2546530
552,2730,2547530,6212,2547530
552,2730,2547530,6212,2547530
552,2730,2548180,6212,2548180
553,2738,2549180,6212,2549180
553,2738,2549650,6212,2549650
554,2740,2550460,6212,2550460
554,2740,2551460,6212,2551460
554,2740,2551460,6212,2551460
554,2740,2552460,6212,2552460
554,2740,2553270,6212,2553270
554,2740,2554270,6212,2554270
554,2740,2555080,6212,2555080
554,2740,2556080,6212,2556080
554,2740,2557080,6212,2557080
554,2740,2557890,6212,2557890
554,2740,2558210,6212,2558210
555,2748,2559210,6212,2559210
555,2748,2559440,6212,2559440
555,2748,2559440,6212,2559440
555,2748,2559910,6212,2559910
555,2748,2560280,6212,2560280
555,2748,2561280,6212,2561280
555,2748,2562280,6212,2562280
555,2748,2562330,6212,2562330
555,2748,2563330,6212,2563330
555,2748,2564330,6212,2564330
555,2748,2564800,6212,2564800
555,2748,2565610,6212,2565610
555,2748,2566610,6212,2566610
556,2756,2567080,6212,2567080
556,2756,2567550,6212,2567550
556,2756,2568020,6212,2568020
556,2756,2569020,6212,2569020
556,2756,2569490,6212,2569490
556,2756,2569810,6212,2569810
556,2756,2570620,6212,2570620
556,2756,2571430,6212,2571430
556,2756,2572430,6212,2572430
557,2764,2573430,6212,2573430
557,2764,2574080,6212,2574080
557,2764,2574550,6212,2574550
557,2764,2574550,6212,2574550
557,2764,2574870,6212,2574870
557,2764,2575870,6212,2575870
557,2764,2576680,6212,2576680
557,2764,2577140,6212,2577140
557,2764,2578140,6212,2578140
557,2764,2578950,6212,2578950
557,2764,2579950,6212,2579950
558,2766,2580950,6212,2580950
558,2766,2580950,6212,2580950
558,2766,2581760,6212,2581760
559,2768,2582570,6212,2582570
559,2768,2583380,6212,2583380
560,2776,2583610,6212,2583610
560,2776,2584610,6212,2584610
560,2776,2585610,6212,2585610
560,2776,2586610,6212,2586610
560,2776,2587080,6212,2587080
560,2776,2587310,6212,2587310
560,2776,2587860,6212,2587860
560,2776,2588670,6212,2588670
560,2776,2589480,6212,2589480
560,2776,2589480,6212,2589480
560,2776,2590480,6212,2590480
560,2776,2590480,6212,2590480
561,2784,2590950,6212,2590950
561,2784,2591270,6212,2591270
561,2784,2592270,6212,2592270
561,2784,2593270,6212,2593270
561,2784,2594270,6212,2594270
561,2784,2594590,6212,2594590
561,2784,2595590,6212,2595590
561,2784,2595590,6212,2595590
562,2792,2596050,6212,2596050
562,2792,2597050,6212,2597050
562,2792,2597640,6212,2597640
562,2792,2598640,6212,2598640
562,2792,2598960,6212,2598960
562,2792,2599770,6212,2599770
563,2800,2607770,6212,2607770
563,2800,2608090,6212,2608090
563,2800,2608090,6212,2608090
563,2800,2608090,6212,2608090
563,2800,2609090,6212,2609090
563,2800,2609900,6212,2609900
563,2800,2610900,6212,2610900
564,2808,2611900,6212,2611900
564,2808,2612490,6212,2612490
564,2808,2612490,6212,2612490
564,2808,2613490,6212,2613490
564,2808,2613490,6212,2613490
564,2808,2614040,6212,2614040
564,2808,2614370,6212,2614370
564,2808,2615370,6212,2615370
564,2808,2615530,6212,2615530
564,2808,2616340,6212,2616340
564,2808,2616340,6212,2616340
564,2808,2617340,6212,2617340
564,2808,2617560,6212,2617560
564,2808,2618560,6212,2618560
564,2808,2619560,6212,2619560
564,2808,2619780,6212,2619780
565,2816,2620780,6212,2620780
565,2816,2621780,6212,2621780
565,2816,2621780,6212,2621780
565,2816,2622590,6212,2622590
565,2816,2623590,6212,2623590
565,2816,2623910,6212,2623910
565,2816,2624910,6212,2624910
565,2816,2624910,6212,2624910
565,2816,2625380,6212,2625380
565,2816,2625380,6212,2625380
565,2816,2625700,6212,2625700
565,2816,2626510,6212,2626510
565,2816,2627060,6212,2627060
565,2816,2628060,6212,2628060
565,2816,2628870,6212,2628870
566,2824,2629870,6212,2629870
566,2824,2630330,6212,2630330
566,2824,2630490,6212,2630490
566,2824,2630720,6212,2630720
566,2824,2630720,6212,2630720
566,2824,2631720,6212,2631720
566,2824,2632040,6212,2632040
566,2824,2632500,6212,2632500
566,2824,2632500,6212,2632500
566,2824,2632500,6212,2632500
566,2824,2632970,6212,2632970
566,2824,2633970,6212,2633970
566,2824,2633970,6212,2633970
566,2824,2633970,6212,2633970
566,2824,2634440,6212,2634440
566,2824,2635250,6212,2635250
566,2824,2635250,6212,2635250
566,2824,2636250,6212,2636250
566,2824,2637250,6212,2637250
567,2832,2637570,6212,2637570
567,2832,2638570,6212,2638570
568,2834,2639380,6212,2639380
568,2834,2640380,6212,2640380
568,2834,2641380,6212,2641380
568,2834,2642030,6212,2642030
568,2834,2643030,6212,2643030
568,2834,2644030,6212,2644030
568,2834,2645030,6212,2645030
568,2834,2645500,6212,2645500
568,2834,2645970,6212,2645970
568,2834,2646970,6212,2646970
569,2836,2647780,6212,2647780
569,2836,2648590,6212,2648590
570,2844,2649400,6212,2649400
570,2844,2650400,6212,2650400
570,2844,2651050,6212,2651050
570,2844,2651050,6212,2651050
570,2844,2651050,6212,2651050
570,2844,2651270,6212,2651270
570,2844,2652080,6212,2652080
570,2844,2653080,6212,2653080
570,2844,2653080,6212,2653080
570,2844,2654080,6212,2654080
570,2844,2654400,6212,2654400
570,2844,2655210,6212,2655210
570,2844,2656020,6212,2656020
571,2852,2656490,6212,2656490
571,2852,2657490,6212,2657490
571,2852,2658490,6212,2658490
571,2852,2659080,6212,2659080
571,2852,2660080,6212,2660080
571,2852,2660550,6212,2660550
572,2860,2661550,6212,2661550
572,2860,2662550,6212,2662550
572,2860,2663360,6212,2663360
572,2860,2664170,6212,2664170
572,2860,2664640,6212,2664640
572,2860,2664750,6212,2664750
572,2860,2665220,6212,2665220
572,2860,2665220,6212,2665220
572,2860,2666030,6212,2666030
573,2862,2666840,6212,2666840
573,2862,2667000,6212,2667000
573,2862,2667810,6212,2667810
573,2862,2667810,6212,2667810
573,2862,2668810,6212,2668810
573,2862,2669810,6212,2669810
573,2862,2670030,6212,2670030
574,2864,2671030,6212,2671030
574,2864,2671840,6212,2671840
574,2864,2671840,6212,2671840
574,2864,2672310,6212,2672310
574,2864,2673120,6212,2673120
574,2864,2673590,6212,2673590
574,2864,2674400,6212,2674400
574,2864,2674400,6212,2674400
574,2864,2674400,6212,2674400
574,2864,2674400,6212,2674400
575,2866,2675210,6212,2675210
575,2866,2675860,6212,2675860
576,2874,2676860,6212,2676860
576,2874,2676860,6212,2676860
576,2874,2677670,6212,2677670
576,2874,2677670,6212,2677670
576,2874,2678670,6212,2678670
576,2874,2679130,6212,2679130
576,2874,2679130,6212,2679130
576,2874,2679780,6212,2679780
576,2874,2680780,6212,2680780
576,2874,2681780,6212,2681780
577,2876,2682780,6212,2682780
577,2876,2683590,6212,2683590
577,2876,2683960,6212,2683960
577,2876,2684960,6212,2684960
578,2884,2685960,6212,2685960
578,2884,2686280,6212,2686280
578,2884,2687280,6212,2687280
578,2884,2687740,6212,2687740
578,2884,2688740,6212,2688740
578,2884,2689330,6212,2689330
578,2884,2689800,6212,2689800
578,2884,2690020,6212,2690020
578,2884,2691020,6212,2691020
578,2884,2692020,6212,2692020
578,2884,2692020,6212,2692020
579,2886,2693020,6212,2693020
579,2886,2693830,6212,2693830
579,2886,2694830,6212,2694830
580,2888,2695480,6212,2695480
580,2888,2696480,6212,2696480
581,2896,2697480,6212,2697480
581,2896,2698480,6212,2698480
581,2896,2698640,6212,2698640
582,2900,2699450,6212,2699450
582,2900,2699770,6212,2699770
582,2900,2700090,6212,2700090
582,2900,2701090,6212,2701090
582,2900,2701090,6212,2701090
582,2900,2701740,6212,2701740
582,2900,2702210,6212,2702210
582,2900,2703020,6212,2703020
582,2900,2703490,6212,2703490
582,2900,2704300,6212,2704300
582,2900,2705300,6212,2705300
582,2900,2706300,6212,2706300
582,2900,2707300,6212,2707300
582,2900,2708300,6212,2708300
583,2902,2709110,6212,2709110
583,2902,2709920,6212,2709920
584,2910,2710920,6212,2710920
584,2910,2711730,6212,2711730
584,2910,2712730,6212,2712730
584,2910,2713540,6212,2713540
584,2910,2713860,6212,2713860
584,2910,2714330,6212,2714330
584,2910,2715330,6212,2715330
584,2910,2715880,6212,2715880
584,2910,2716880,6212,2716880
584,2910,2717690,6212,2717690
584,2910,2718010,6212,2718010
585,2912,2718820,6212,2718820
585,2912,2719170,6212,2719170
585,2912,2719390,6212,2719390
585,2912,2719610,6212,2719610
586,2914,2720610,6212,2720610
586,2914,2721610,6212,2721610
587,2916,2722080,6212,2722080
587,2916,2722890,6212,2722890
587,2916,2723360,6212,2723360
588,2924,2723820,6212,2723820
588,2924,2724820,6212,2724820
588,2924,2725820,6212,2725820
588,2924,2726280,6212,2726280
588,2924,2726600,6212,2726600
588,2924,2727600,6212,2727600
588,2924,2728410,6212,2728410
588,2924,2728880,6212,2728880
588,2924,2729690,6212,2729690
588,2924,2730010,6212,2730010
589,2932,2730820,6212,2730820
589,2932,2731630,6212,2731630
589,2932,2732090,6212,2732090
589,2932,2733090,6212,2733090
589,2932,2734090,6212,2734090
589,2932,2735090,6212,2735090
589,2932,2735740,6212,2735740
589,2932,2736740,6212,2736740
589,2932,2737740,6212,2737740
590,2934,2738740,6212,2738740
590,2934,2739550,6212,2739550
591,2938,2740550,6212,2740550
592,2940,2741200,6212,2741200
592,2940,2742200,6212,2742200
593,2942,2742660,6212,2742660
593,2942,2743470,6212,2743470
593,2942,2743470,6212,2743470
593,2942,2744470,6212,2744470
593,2942,2745280,6212,2745280
593,2942,2745440,6212,2745440
593,2942,2745760,6212,2745760
593,2942,2746230,6212,2746230
593,2942,2747230,6212,2747230
594,2950,2747880,6212,2747880
594,2950,2748880,6212,2748880
594,2950,2749110,6212,2749110
595,2952,2749920,6212,2749920
595,2952,2750730,6212,2750730
595,2952,2751200,6212,2751200
595,2952,2752010,6212,2752010
595,2952,2753010,6212,2753010
595,2952,2753170,6212,2753170
595,2952,2753170,6212,2753170
595,2952,2753720,6212,2753720
595,2952,2754720,6212,2754720
595,2952,2755040,6212,2755040
595,2952,2755200,6212,2755200
595,2952,2755670,6212,2755670
595,2952,2756480,6212,2756480
596,2960,2757480,6212,2757480
596,2960,2758480,6212,2758480
596,2960,2758480,6212,2758480
596,2960,2758480,6212,2758480
596,2960,2759290,6212,2759290
596,2960,2759290,6212,2759290
596,2960,2760290,6212,2760290
596,2960,2761290,6212,2761290
597,2968,2762290,6212,2762290
597,2968,2763100,6212,2763100
597,2968,2764100,6212,2764100
597,2968,2765100,6212,2765100
597,2968,2765570,6212,2765570
597,2968,2765570,6212,2765570
597,2968,2766380,6212,2766380
597,2968,2767190,6212,2767190
597,2968,2767660,6212,2767660
598,2976,2768660,6212,2768660
598,2976,2769130,6212,2769130
598,2976,2769450,6212,2769450
598,2976,2770450,6212,2770450
598,2976,2771450,6212,2771450
598,2976,2772100,6212,2772100
598,2976,2773100,6212,2773100
598,2976,2774100,6212,2774100
598,2976,2774100,6212,2774100
598,2976,2774910,6212,2774910
598,2976,2775380,6212,2775380
598,2976,2775970,6212,2775970
598,2976,2776970,6212,2776970
598,2976,2777440,6212,2777440
598,2976,2778250,6212,2778250
599,2978,2779060,6212,2779060
599,2978,2779060,6212,2779060
599,2978,2779060,6212,2779060
599,2978,2779710,6212,2779710
600,2986,2780520,6212,2780520
600,2986,2781330,6212,2781330
600,2986,2782330,6212,2782330
600,2986,2783140,6212,2783140
600,2986,2783950,6212,2783950
600,2986,2784420,6212,2784420
600,2986,2785420,6212,2785420
600,2986,2785420,6212,2785420
600,2986,2786420,6212,2786420
601,2990,2787420,6212,2787420
601,2990,2787890,6212,2787890
601,2990,2787890,6212,2787890
601,2990,2788890,6212,2788890
601,2990,2789360,6212,2789360
601,2990,2790170,6212,2790170
601,2990,2790490,6212,2790490
601,2990,2790490,6212,2790490
602,2992,2791490,6212,2791490
602,2992,2791490,6212,2791490
602,2992,2791840,6212,2791840
602,2992,2792840,6212,2792840
603,2994,2793840,6212,2793840
603,2994,2794650,6212,2794650
604,3002,2795460,6212,2795460
604,3002,2795920,6212,2795920
604,3002,2796920,6212,2796920
604,3002,2797920,6212,2797920
604,3002,2798390,6212,2798390
604,3002,2799200,6212,2799200
604,3002,2799200,6212,2799200
604,3002,2800010,6212,2800010
604,3002,2800480,6212,2800480
604,3002,2801130,6212,2801130
604,3002,2802130,6212,2802130
605,3004,2802940,6212,2802940
605,3004,2803940,6212,2803940
605,3004,2803940,6212,2803940
606,3012,2804940,6212,2804940
606,3012,2804940,6212,2804940
606,3012,2805940,6212,2805940
606,3012,2806410,6212,2806410
606,3012,2807410,6212,2807410
606,3012,2808410,6212,2808410
606,3012,2809410,6212,2809410
606,3012,2810410,6212,2810410
606,3012,2811410,6212,2811410
607,3020,2812410,6212,2812410
607,3020,2813410,6212,2813410
607,3020,2814410,6212,2814410
607,3020,2815410,6212,2815410
607,3020,2816220,6212,2816220
607,3020,2816540,6212,2816540
607,3020,2816540,6212,2816540
607,3020,2817350,6212,2817350
607,3020,2818160,6212,2818160
607,3020,2819160,6212,2819160
608,3028,2819750,6212,2819750
608,3028,2820750,6212,2820750
608,3028,2821750,6212,2821750
608,3028,2822070,6212,2822070
609,3030,2823070,6212,2823070
609,3030,2823070,6212,2823070
609,3030,2823070,6212,2823070
609,3030,2824070,6212,2824070
609,3030,2824880,6212,2824880
609,3030,2825350,6212,2825350
609,3030,2825810,6212,2825810
609,3030,2825810,6212,2825810
609,3030,2826620,6212,2826620
609,3030,2827430,6212,2827430
609,3030,2827900,6212,2827900
609,3030,2828550,6212,2828550
609,3030,2828550,6212,2828550
610,3038,2829550,6212,2829550
610,3038,2829550,6212,2829550
610,3038,2830550,6212,2830550
610,3038,2831360,6212,2831360
610,3038,2832360,6212,2832360
610,3038,2833360,6212,2833360
610,3038,2834360,6212,2834360
610,3038,2835010,6212,2835010
610,3038,2835330,6212,2835330
610,3038,2835330,6212,2835330
610,3038,2835880,6212,2835880
611,3042,2836690,6212,2836690
611,3042,2836690,6212,2836690
611,3042,2837340,6212,2837340
611,3042,2838340,6212,2838340
611,3042,2839150,6212,2839150
612,3044,2839960,6212,2839960
612,3044,2840960,6212,2840960
613,3052,2841770,6212,2841770
613,3052,2842230,6212,2842230
613,3052,2843230,6212,2843230
613,3052,2843230,6212,2843230
613,3052,2844040,6212,2844040
613,3052,2844850,6212,2844850
613,3052,2845660,6212,2845660
613,3052,2846130,6212,2846130
613,3052,2847130,6212,2847130
613,3052,2848130,6212,2848130
614,3060,2849130,6212,2849130
614,3060,2851130,6212,2851130
614,3060,2852130,6212,2852130
614,3060,2853130,6212,2853130
614,3060,2853450,6212,2853450
614,3060,2854450,6212,2854450
614,3060,2855450,6212,2855450
614,3060,2856040,6212,2856040
614,3060,2857040,6212,2857040
614,3060,2857040,6212,2857040
614,3060,2858040,6212,2858040
615,3068,2858690,6212,2858690
615,3068,2859010,6212,2859010
615,3068,2860010,6212,2860010
615,3068,2860010,6212,2860010
615,3068,2860230,6212,2860230
615,3068,2860700,6212,2860700
615,3068,2861700,6212,2861700
615,3068,2862350,6212,2862350
615,3068,2862820,6212,2862820
615,3068,2863820,6212,2863820
615,3068,2864820,6212,2864820
616,3070,2865820,6212,2865820
616,3070,2865820,6212,2865820
616,3070,2865820,6212,2865820
616,3070,2865820,6212,2865820
616,3070,2866820,6212,2866820
616,3070,2867630,6212,2867630
616,3070,2867630,6212,2867630
616,3070,2868000,6212,2868000
616,3070,2868000,6212,2868000
616,3070,2868000,6212,2868000
616,3070,2868230,6212,2868230
617,3072,2869230,6212,2869230
617,3072,2870040,6212,2870040
618,3074,2871040,6212,2871040
618,3074,2871510,6212,2871510
618,3074,2871980,6212,2871980
619,3082,2872980,6212,2872980
619,3082,2873980,6212,2873980
619,3082,2873980,6212,2873980
619,3082,2873980,6212,2873980
619,3082,2874980,6212,2874980
619,3082,2875980,6212,2875980
619,3082,2876570,6212,2876570
619,3082,2876570,6212,2876570
619,3082,2877380,6212,2877380
619,3082,2877380,6212,2877380
619,3082,2877380,6212,2877380
619,3082,2878380,6212,2878380
619,3082,2879380,6212,2879380
619,3082,2879840,6212,2879840
619,3082,2879840,6212,2879840
620,3084,2880840,6212,2880840
620,3084,2881490,6212,2881490
620,3084,2881490,6212,2881490
620,3084,2881490,6212,2881490
620,3084,2881810,6212,2881810
621,3092,2882810,6212,2882810
621,3092,2883810,6212,2883810
621,3092,2884810,6212,2884810
621,3092,2885810,6212,2885810
621,3092,2886620,6212,2886620
621,3092,2886620,6212,2886620
621,3092,2886620,6212,2886620
621,3092,2887430,6212,2887430
621,3092,2888430,6212,2888430
621,3092,2888750,6212,2888750
621,3092,2889750,6212,2889750
622,3094,2890750,6212,2890750
622,3094,2891750,6212,2891750
623,3096,2892560,6212,2892560
623,3096,2893030,6212,2893030
624,3104,2894030,6212,2894030
624,3104,2894250,6212,2894250
624,3104,2895250,6212,2895250
624,3104,2896250,6212,2896250
624,3104,2896570,6212,2896570
624,3104,2896890,6212,2896890
624,3104,2897350,6212,2897350
624,3104,2898350,6212,2898350
624,3104,2898810,6212,2898810
624,3104,2899620,6212,2899620
624,3104,2900090,6212,2900090
624,3104,2900740,6212,2900740
625,3112,2901740,6212,2901740
625,3112,2902740,6212,2902740
625,3112,2903550,6212,2903550
625,3112,2903550,6212,2903550
625,3112,2904100,6212,2904100
625,3112,2904470,6212,2904470
625,3112,2904940,6212,2904940
625,3112,2905410,6212,2905410
625,3112,2905410,6212,2905410
625,3112,2906410,6212,2906410
625,3112,2906880,6212,2906880
625,3112,2907880,6212,2907880
625,3112,2908690,6212,2908690
626,3120,2909340,6212,2909340
626,3120,2910340,6212,2910340
626,3120,2910810,6212,2910810
626,3120,2911280,6212,2911280
626,3120,2911280,6212,2911280
