ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
826900.69,14.07,0.47,179043.73,3.05
826853.47,14.07,0.47,178899.73,3.04
826717.49,14.07,0.47,179018.7,3.05
826581.51,14.07,0.47,178899.73,3.04
826445.53,14.07,0.47,178899.87,3.05
826498.23,14.07,0.47,178899.28,3.05
826550.94,14.07,0.47,178899.28,3.05
826414.96,14.07,0.47,178924.68,3.05
826042.96,14.07,0.47,178553.68,3.04
825906.98,14.07,0.47,178528.38,3.04
825906.98,14.07,0.47,178506.24,3.04
825906.98,14.07,0.47,178467.52,3.04
825771.01,14.07,0.47,178719.2,3.04
825771.01,14.07,0.47,178744.83,3.05
825635.03,14.07,0.47,178788.69,3.05
825635.03,14.07,0.47,178758.18,3.05
825687.73,14.07,0.47,178951.08,3.05
825551.75,14.07,0.47,178957.31,3.05
825345.32,14.07,0.47,178865.71,3.05
825209.35,14.07,0.47,178780.18,3.05
825274.67,14.07,0.47,178356.91,3.04
825227.45,14.07,0.47,178212.92,3.04
825227.45,14.07,0.47,178179.25,3.04
825091.47,14.07,0.47,178178.8,3.04
824775.32,14.07,0.47,177862.65,3.03
824639.34,14.07,0.47,177862.65,3.03
824503.36,14.07,0.47,178267.92,3.04
824503.36,14.07,0.47,178313.53,3.04
824183.36,14.06,0.47,177993.53,3.04
824047.39,14.06,0.47,177939.84,3.04
823911.41,14.06,0.47,177939.39,3.04
823911.41,14.06,0.47,177978.29,3.04
823775.43,14.06,0.47,177978.29,3.04
823639.45,14.06,0.47,177648.58,3.03
823692.16,14.07,0.47,177708.5,3.03
823566.99,14.07,0.47,178021.81,3.04
823566.99,14.07,0.47,178021.81,3.04
823420.2,14.07,0.47,177810.87,3.04
823284.22,14.07,0.47,177865.08,3.04
823148.25,14.07,0.47,177818.12,3.04
823444.27,14.07,0.47,177810.87,3.04
823308.29,14.07,0.47,178285.24,3.05
823183.13,14.07,0.48,178303.97,3.05
823225.01,14.08,0.48,178326.72,3.05
823277.72,14.08,0.48,178326.68,3.05
823141.74,14.08,0.48,178326.27,3.05
823141.74,14.08,0.48,178326.27,3.05
823141.74,14.08,0.48,178326.27,3.05
823005.76,14.08,0.48,178326.27,3.05
822865.3,14.08,0.48,178293.86,3.05
822729.33,14.08,0.48,178331.72,3.05
822593.35,14.08,0.48,178332.85,3.05
822646.05,14.08,0.48,178295.8,3.05
822836.5,14.08,0.49,179020.06,3.06
822836.5,14.08,0.49,178990.67,3.06
822700.52,14.08,0.49,178916.5,3.06
822564.55,14.08,0.49,178916.63,3.06
822868.72,14.09,0.49,178916.05,3.06
822921.42,14.09,0.5,178916.05,3.06
822785.44,14.09,0.5,178945.01,3.07
822649.47,14.09,0.5,178944.55,3.07
822513.49,14.09,0.5,178916.05,3.07
822388.33,14.09,0.5,179647.99,3.08
822430.21,14.1,0.5,179726.4,3.08
822430.21,14.1,0.5,179720.4,3.08
822294.24,14.1,0.5,179720.41,3.08
822170.88,14.1,0.5,179104.55,3.07
821934.98,14.1,0.5,178784.85,3.07
821564.83,14.09,0.49,178421.37,3.06
821428.85,14.09,0.49,178420.9,3.06
821292.87,14.09,0.49,178611.32,3.06
821292.87,14.09,0.49,178609.9,3.06
821156.9,14.09,0.49,178628.03,3.07
821209.6,14.09,0.5,178548.34,3.06
820988.06,14.09,0.49,178316.91,3.06
820852.08,14.09,0.49,178278.78,3.06
820726.92,14.09,0.49,178562.85,3.07
820580.12,14.09,0.49,178357.98,3.06
820444.15,14.09,0.49,178358.12,3.06
820740.17,14.1,0.5,178357.53,3.06
820604.19,14.1,0.5,178357.53,3.06
820468.21,14.1,0.5,178557.21,3.07
820332.24,14.1,0.5,178357.53,3.07
820196.26,14.1,0.5,178465.9,3.07
820248.96,14.1,0.5,178999.14,3.08
820112.98,14.1,0.5,178978.88,3.08
819977.01,14.1,0.5,178978.44,3.08
819841.03,14.1,0.5,178985.47,3.08
819634.6,14.1,0.5,178828.94,3.08
819634.6,14.1,0.5,178829.14,3.08
819498.62,14.1,0.5,178824.88,3.08
819551.32,14.1,0.5,178822.1,3.08
819415.35,14.1,0.5,178924.08,3.08
819279.37,14.1,0.5,178907.98,3.08
819055.91,14.1,0.5,178674.32,3.08
818919.93,14.1,0.5,178632.88,3.08
818919.93,14.1,0.5,178632.88,3.08
818783.96,14.1,0.5,178776.92,3.08
818836.66,14.1,0.5,178776.88,3.08
819117.77,14.11,0.51,178776.47,3.08
819117.77,14.11,0.51,178776.47,3.08
818959.09,14.1,0.51,178631.05,3.08
818672.0,14.1,0.5,178633.94,3.08
818724.7,14.1,0.51,178632.32,3.08
819020.72,14.11,0.51,178631.05,3.08
818884.75,14.11,0.51,178631.05,3.08
818937.45,14.11,0.51,179073.6,3.09
818565.45,14.11,0.51,178654.47,3.08
818869.62,14.11,0.52,178631.05,3.08
818733.64,14.11,0.52,179817.77,3.1
818597.67,14.11,0.52,179738.46,3.1
818461.69,14.11,0.52,179738.46,3.1
818319.99,14.11,0.51,179601.97,3.1
818319.99,14.11,0.51,179643.09,3.1
818184.01,14.11,0.51,179642.88,3.1
817096.19,14.11,0.52,179642.43,3.1
816972.84,14.11,0.52,178936.62,3.09
816925.61,14.11,0.52,178895.54,3.09
816925.61,14.11,0.52,178895.54,3.09
816789.64,14.11,0.52,178895.3,3.09
816653.66,14.11,0.52,178895.3,3.09
816455.21,14.11,0.51,178703.68,3.09
816645.66,14.12,0.52,178914.7,3.09
816509.68,14.12,0.52,178877.7,3.09
816373.71,14.12,0.52,178811.49,3.09
816237.73,14.12,0.52,178811.18,3.09
816428.18,14.12,0.52,178811.18,3.09
816480.88,14.12,0.53,178760.87,3.09
816344.91,14.12,0.53,179223.5,3.1
816535.36,14.13,0.53,179469.19,3.11
816831.38,14.14,0.54,179484.39,3.11
816831.38,14.14,0.54,179484.0,3.11
816884.08,14.14,0.54,179381.87,3.1
816512.08,14.13,0.54,179370.61,3.1
816808.1,14.14,0.54,179480.79,3.11
816436.1,14.13,0.54,179291.29,3.1
816753.76,14.14,0.54,181078.05,3.14
816795.64,14.14,0.55,180678.94,3.13
816659.67,14.14,0.55,180738.94,3.13
816363.24,14.14,0.54,180437.28,3.13
816227.26,14.14,0.54,180443.51,3.13
816269.14,14.14,0.54,180475.35,3.13
815903.64,14.14,0.54,180217.64,3.12
815767.66,14.14,0.54,180132.1,3.12
815492.27,14.13,0.54,179892.82,3.12
815544.98,14.14,0.54,180003.9,3.12
815389.08,14.13,0.54,179862.06,3.12
815253.1,14.13,0.54,179834.51,3.12
815443.55,14.14,0.54,179902.14,3.12
815443.55,14.14,0.54,179939.98,3.12
815307.58,14.14,0.54,180112.81,3.12
